variant,ci95_delta_low,ci95_delta_high,block_signflip_p,independent_seed_blocks,holm_p,anchor,mean_delta_T_over_K
JSO_compact_dopt,-3.5914622871136914,1.2190080936242127,0.3243675632436756,200,0.3243675632436756,JSO_compact,-1.224693377384824
