variant,scene_id,seed,source_kind,error_mode,scenario_sha256,N,K,T,T_over_K,move_m,localization_move,n_measure,n_clear,n_clear_ok,n_optical_fallback,n_cover_visited,failure,all_certified,n_probe,n_replan,planner_wall_s,wall_s,discovery_measure,discovery_no_signal,refine_measure,refine_no_signal,measure_s,clear_s,movement_s,after_last_clear_s,failed_clears,switches,accounting_residual_s,full_success,certificate_max_distance_m,certificate_hull_margin_m,event_sha256
baseline,mixed_endpoint_5000,5000,mixed,endpoint,632bcfa2333eec363e5cabf200ddf2c730b777025c6b903bd67093b12f5cf964,13,13,6253.674124751472,481.05185575011325,23618.370623757353,9853.171140208771,248,14,13,0,25,,True,9,60,0.7029874000872951,0.7354251999931876,217,204,31,1,1462.0,68.00000000000057,4723.674124751473,463.5332827894845,1,222,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,d8fb2adf298f7fa3eae4946e8fe620c9582be0736ab4f61ba7314a15cabe0a36
proxy_compact,mixed_endpoint_5000,5000,mixed,endpoint,632bcfa2333eec363e5cabf200ddf2c730b777025c6b903bd67093b12f5cf964,13,13,6859.355202338627,527.6427078722021,25401.77601169315,10702.99350157523,285,20,13,0,25,,True,13,60,0.7641680999659002,0.8053240999870468,256,243,29,4,1693.0000000000005,85.99999999999878,5080.355202338628,442.5528982599353,7,268,-2.7284841053187847e-12,True,943.0121947375769,2.074856830987301,e5f21140e2b6e4bf4ddabcc0105546318c4799d02facda054e9d924521e941f5
proxy_reuse_early_compact,mixed_endpoint_5000,5000,mixed,endpoint,632bcfa2333eec363e5cabf200ddf2c730b777025c6b903bd67093b12f5cf964,13,13,6899.29511308018,530.7150086984755,25581.475565400913,11007.013646792397,285,21,13,0,25,,True,12,61,0.8471334000932984,0.8924033000075724,256,243,29,4,1694.0000000000005,88.9999999999988,5116.295113080181,442.5528982599353,8,269,-2.7284841053187847e-12,True,943.0121947375769,2.074856830987301,4eb0dd8856ee866bb8e8620fc591a6d0072c90373a341bdd41ed39cea2f1a8e4
baseline,mixed_endpoint_5001,5001,mixed,endpoint,c5562af7c0aaa98423d5d6fea686ba573ea80d9cab373c01adedb6feabf2c5d0,10,10,7133.737500924954,713.3737500924954,24638.687504624766,8457.158989072725,362,14,10,0,25,,True,4,62,0.6979879999707919,0.7482158000057098,334,324,28,3,2143.9999999999995,62.00000000000068,4927.737500924953,0.0,4,334,0.0,True,943.0121947375769,17.74943008678929,c8109a263fe4b1eb0a96306a2ef7cfbc579303e94e864e6e761e65c8d4834335
proxy_compact,mixed_endpoint_5001,5001,mixed,endpoint,c5562af7c0aaa98423d5d6fea686ba573ea80d9cab373c01adedb6feabf2c5d0,10,10,6762.51809307875,676.251809307875,22662.590465393765,8257.864555900795,364,15,10,0,25,,True,6,52,0.5796077999402769,0.6246957000112161,345,335,19,1,2164.9999999999995,64.99999999999932,4532.518093078752,0.0,5,345,-2.7284841053187847e-12,True,943.0121947375769,2.074856830987301,1284d2981596732b176742a7f584650c13149c7fe0a4b379a259ce29cb34359c
proxy_reuse_early_compact,mixed_endpoint_5001,5001,mixed,endpoint,c5562af7c0aaa98423d5d6fea686ba573ea80d9cab373c01adedb6feabf2c5d0,10,10,6671.148116759657,667.1148116759657,22160.74058379829,7719.391985275776,364,17,10,0,25,,True,7,53,0.614663900109008,0.6590357999957632,344,334,20,2,2167.999999999999,70.99999999999918,4432.148116759659,0.0,7,348,-1.8189894035458565e-12,True,943.0121947375769,2.074856830987301,f70f3a8eb37a7f719e016d6f52ffa218650c8dc776ea02827b55a51c09f9068e
