variant,label,cases,source_total,cleared_total,full_success,failures,ratio_sum_T_K,p95_T_over_K,paired_wins,paired_losses,paired_ties,worst_delta_T_over_K,worst_scene,delta_T_over_K,improvement_pct,movement_reduction_pct,probe_reduction_pct,mean_T,mean_T_over_K,mean_move_m,mean_movement_s,mean_n_measure,mean_discovery_measure,mean_refine_measure,mean_discovery_no_signal,mean_refine_no_signal,mean_failed_clears,mean_n_clear,mean_n_optical_fallback,mean_measure_s,mean_clear_s,mean_after_last_clear_s,mean_switches,source_kind,error_mode
baseline,冻结基线 TRI25 + V4,200,2593,2593,200,0,516.8069149313504,684.3807402724293,0,0,200,0.0,mixed_endpoint_10000,0.0,0.0,0.0,0.0,6700.401652084958,529.9383042598603,24735.008260424787,4947.0016520849595,283.23,247.625,35.605,234.66,3.54,4.885,17.85,0.045,1673.92,79.47999999999993,384.66664486992914,257.77,mixed,endpoint
nearest,A 就近任务调度,200,2593,2593,200,0,541.1882660249223,715.6643981593944,45,155,0,129.12013736721713,mixed_endpoint_10174,25.72382471100409,-4.854116885725279,-6.44419062997077,0.03707234403136361,7016.505869013117,555.6621289708644,26328.979345065585,5265.795869013117,283.125,245.925,37.2,232.96,3.55,5.325,18.29,0.035,1669.91,80.80000000000005,895.0999793311498,254.285,mixed,endpoint
reuse,B 覆盖站复用定位,200,2593,2593,200,0,509.15668964731594,682.2658939508132,120,68,12,84.17747596068887,mixed_endpoint_10184,-7.360903116346956,1.389011335315271,1.7715815957039638,0.7273240829008265,6601.216481277452,522.5774011435133,24296.807406387255,4859.361481277451,281.17,246.425,34.745,233.46,3.585,4.845,17.81,0.025,1662.495,79.35999999999993,356.47256721133925,256.645,mixed,endpoint
early160,C 提前清除（160 m）,200,2593,2593,200,0,511.9833801357198,676.9873075753064,122,77,1,66.70185402214611,mixed_endpoint_10057,-4.64253537960153,0.8760520502637648,0.8413607181192329,1.5835186950534985,6637.864523459608,525.2957688802587,24526.89761729804,4905.379523459607,278.745,245.845,32.9,232.88,3.43,5.435,18.4,0.015,1651.355,81.13000000000005,395.70290571040937,257.63,mixed,endpoint
probe_off,关闭已发现频道顺路探测,200,2593,2593,200,0,535.4904786186653,713.4157232916327,31,169,0,130.4199984633458,mixed_endpoint_10045,18.926964384825553,-3.5715411082163584,-5.257677710627329,1.3010627405289021,6942.634055290995,548.8652686446859,26035.495276454974,5207.099055290996,279.545,243.815,35.73,230.85,3.88,7.04,20.005,0.095,1649.59,85.94500000000008,415.6264361390016,251.865,mixed,endpoint
nearest_early,A + C,200,2593,2593,200,0,536.5722702248652,724.6096878895322,57,143,0,148.3354852603406,mixed_endpoint_10081,21.134304393865563,-3.988068841972625,-5.472968283046908,1.2375101507608677,6956.659483465378,551.0726086537259,26088.747417326882,5217.749483465376,279.725,245.775,33.95,232.81,3.495,6.67,19.635,0.04,1654.075,84.83500000000004,860.9678484570649,255.45,mixed,endpoint
nearest_reuse,A + B,200,2593,2593,200,0,533.1461559689708,715.6853304209393,58,142,0,156.34825256172252,mixed_endpoint_10081,17.672627616093884,-3.3348462404083623,-4.372815601579072,0.32305899798751314,6912.239912137706,547.6109318759541,25816.624560688528,5163.324912137705,282.315,245.955,36.36,232.99,3.445,5.94,18.905,0.035,1666.27,82.645,810.6097658440718,254.695,mixed,endpoint
full,A + B + C,200,2593,2593,200,0,530.7960586682298,711.1921913179281,65,135,0,127.11453876881342,mixed_endpoint_10121,15.058544230256764,-2.8415655387070693,-4.079930890331807,1.6170603396532979,6881.770900633598,544.996848490117,25744.179503167994,5148.835900633599,278.65,245.05,33.6,232.085,3.545,6.615,19.58,0.045,1648.265,84.67,759.1478235578476,255.015,mixed,endpoint
reuse_early,B + C,200,2593,2593,200,0,509.3849577706737,682.7848677317604,130,70,0,74.6695594981428,mixed_endpoint_10160,-7.145228859183587,1.3483133417130477,1.5011249199174403,1.6506019842530861,6604.175977496784,522.7930754006767,24363.70488748392,4872.740977496785,278.555,245.965,32.59,233.0,3.545,5.375,18.34,0.015,1650.485,80.95000000000013,387.4794626888572,257.71,mixed,endpoint
probe_strict,收紧顺路探测门槛,200,2593,2593,200,0,524.3655904915521,704.0570067342458,51,143,6,107.9947454843587,mixed_endpoint_10095,7.578193034615624,-1.4300142061253185,-2.015023152377604,0.20831126646190246,6798.399880722973,537.5164972944759,25233.424403614867,5046.6848807229735,282.64,247.33,35.31,234.365,3.185,5.77,18.735,0.075,1669.58,82.13499999999993,377.08971635305267,256.38,mixed,endpoint
probe_loose,放宽顺路探测门槛,200,2593,2593,200,0,516.7066511591629,684.6999491398785,79,75,46,67.75124307365115,mixed_endpoint_10066,-0.22685061219843589,0.04280698533676297,0.07559972826843842,-0.03177629488400058,6699.101732278547,529.7114536476619,24716.30866139274,4943.261732278548,283.32,247.19,36.13,234.225,3.79,5.325,18.29,0.035,1675.04,80.79999999999994,392.23034418785727,258.44,mixed,endpoint
early120,提前清除（120 m）,200,2593,2593,200,0,513.107434111732,682.007475559756,121,69,10,73.74302136060317,mixed_endpoint_10035,-3.756933902350209,0.7089379786572314,0.6539065701084201,1.1298238180983855,6652.437883258605,526.18137035751,24573.264416293023,4914.652883258604,280.03,245.7,34.33,232.735,3.52,5.275,18.24,0.02,1657.135,80.65,398.4830486140691,256.985,mixed,endpoint
early220,提前清除（220 m）,200,2593,2593,200,0,511.3593598701377,683.8808639976824,114,86,0,67.33220525761305,mixed_endpoint_10184,-5.199996050050983,0.9812455541053033,1.0996064928682214,1.4511174663700888,6629.774100716335,524.7383082098094,24463.02050358168,4892.604100716335,279.12,246.96,32.16,233.995,3.51,5.805,18.77,0.01,1654.93,82.23999999999995,393.6146818709133,259.33,mixed,endpoint
center_route,按源中心规划联合路线,200,2593,2593,200,0,508.25145748644854,671.343253155988,127,73,0,93.55399448430171,mixed_endpoint_10159,-8.905921657443987,1.680558205710847,1.5231752700425205,2.5880026833315806,6589.480146311806,521.0323826024163,24358.250731559034,4871.650146311807,275.9,247.295,28.605,234.33,4.095,5.905,18.87,0.025,1635.29,82.54,348.41728697168975,255.79,mixed,endpoint
finish_source,选中一个源后连续清除,200,2593,2593,200,0,619.5743267155021,797.4736721427626,2,198,0,234.6083068578996,mixed_endpoint_10184,103.79604977806156,-19.58644033535726,-27.300971149106303,0.7414468806270613,8032.7811458664855,633.7343540379218,31487.905729332426,6297.581145866487,281.13,245.755,35.375,232.79,3.76,8.065,21.03,0.125,1646.180000000001,89.01999999999992,1469.1292527188957,240.53,mixed,endpoint
every_stop,A + B + C，每次停车扫未知频道,200,2593,2593,200,0,719.2595502103333,957.7193556045776,1,199,0,441.98000288759795,mixed_endpoint_10059,208.6346506030544,-39.36961131625398,-2.8467428615605694,-146.51343431133705,9325.20006847697,738.5729548629147,25439.150342384855,5087.830068476971,698.2,663.385,34.815,650.42,3.725,7.1,20.065,0.04,4151.245,86.12499999999996,807.4890984958911,660.245,mixed,endpoint
compact,仅外圈半径 1950→1900 m,200,2593,2593,200,0,509.3503109125009,676.6880336817278,164,36,0,39.703333370863334,mixed_endpoint_10096,-7.573860775266569,1.4291967035378939,1.8386868956481894,0.33012039685061945,6603.726780980574,522.3644434845937,24280.20890490287,4856.041780980574,282.295,246.615,35.68,233.65,3.44,4.745,17.71,0.04,1668.625,79.06,352.4439471134799,257.15,mixed,endpoint
full_compact,A + B + C + 外圈微调,200,2593,2593,200,0,522.1272944872716,697.8706379337652,83,117,0,95.14804795213854,mixed_endpoint_10045,6.170800606421851,-1.1644375499597848,-1.7491144541269543,1.4670056138121113,6769.380373027476,536.1091048662822,25167.65186513738,5033.530373027476,279.075,245.52,33.555,232.555,3.49,6.58,19.545,0.045,1651.285,84.56499999999998,719.8987551006063,255.91,mixed,endpoint
proxy_compact,源中心路线 + 外圈微调,200,2593,2593,200,0,500.1358024157511,664.0475703173876,142,58,0,89.887975272917,mixed_endpoint_10159,-17.105733432645035,3.22787262123575,3.6591047768996687,2.565053137026463,6484.260678320213,512.8325708272152,23829.928391601065,4765.985678320213,275.965,247.335,28.63,234.37,3.955,5.935,18.9,0.03,1635.645,82.63,333.7914034203761,255.82,mixed,endpoint
proxy_reuse_early_compact,源中心路线 + B + C + 外圈微调,200,2593,2593,200,0,498.4484661268061,665.8875172073244,147,53,0,87.49684958984528,mixed_endpoint_10159,-18.897467484384798,3.5659750073695817,4.305785680527185,2.109592910355551,6462.384363334041,511.0408367754755,23669.971816670204,4733.994363334042,277.255,249.275,27.98,236.31,4.09,6.38,19.345,0.02,1644.425,83.96500000000003,335.6590401222947,258.15,mixed,endpoint
baseline,冻结基线 TRI25 + V4,50,635,635,50,0,525.6830898045481,670.4438672815537,0,0,50,0.0,mixed_smooth_10000,0.0,0.0,0.0,0.0,6676.175240517761,537.2337093561903,24451.07620258881,4890.215240517761,289.76,254.54,35.22,241.84,3.14,3.0,15.7,0.02,1713.46,72.50000000000009,411.9329047805685,264.66,mixed,smooth
reuse,B 覆盖站复用定位,50,635,635,50,0,521.9510826564932,667.593283113334,24,20,6,42.781178384890495,mixed_smooth_10035,-3.0749378541677856,0.5723650248702139,0.7516333938791253,0.6212037548315896,6628.778749737464,534.1587715020225,24267.29374868732,4853.458749737463,287.96,253.48,34.48,240.78,3.2,2.8,15.5,0.0,1703.4200000000003,71.90000000000008,351.60837175746286,263.62,mixed,smooth
nearest,A 就近任务调度,50,635,635,50,0,554.536257417392,729.8050127850136,8,42,0,134.74706001137713,mixed_smooth_10029,31.74216666254717,-5.908446567991121,-7.499367832412385,-0.0828271673108727,7042.610469200878,568.9758760187375,26284.752346004396,5256.950469200878,290.0,251.5,38.5,238.8,3.16,3.84,16.54,0.08,1710.64,75.02000000000004,831.0402035735459,260.64,mixed,smooth
early160,C 提前清除（160 m）,50,635,635,50,0,522.3866003230697,673.0397099990182,28,22,0,69.98046954513256,mixed_smooth_10030,-2.1055252976192684,0.3919198034208371,0.43976420989803033,1.5046935394809502,6634.309824102986,535.128184058571,24343.54912051493,4868.709824102985,285.4,253.24,32.16,240.54,3.2,3.62,16.32,0.02,1691.24,74.3600000000002,389.6055416461879,264.24,mixed,smooth
nearest_early,A + C,50,635,635,50,0,552.181575975907,724.4859404973075,8,42,0,121.83005499957153,mixed_smooth_10029,28.469541663383907,-5.299284309151253,-6.868629658532055,0.2208724461623346,7012.706014894019,565.7032510195742,26130.530074470098,5226.106014894019,289.12,254.5,34.62,241.8,3.34,4.26,16.96,0.0,1710.32,76.28000000000007,842.2479519074512,264.72,mixed,smooth
reuse_early,B + C,50,635,635,50,0,517.3472710185006,681.4362020932821,31,19,0,54.710749867790014,mixed_smooth_10019,-6.9146445069945015,1.287083142135803,1.489196180556962,2.28464936499172,6570.310341934957,530.3190648491959,24086.951709674784,4817.390341934956,283.14,251.08,32.06,238.38,3.14,3.96,16.66,0.04,1677.54,75.38000000000008,418.1484644582442,261.84,mixed,smooth
nearest_reuse,A + B,50,635,635,50,0,546.8827119968478,716.8591848833313,9,41,0,91.52677996331863,mixed_smooth_10023,23.60922140860537,-4.394590472905779,-5.698219569834362,0.421038100496951,6945.4104423599665,560.8429307647957,25844.352211799833,5168.870442359967,288.54,251.2,37.34,238.5,3.24,3.22,15.92,0.02,1703.38,73.16000000000003,808.9675571504295,260.68,mixed,smooth
full,A + B + C,50,635,635,50,0,544.4078857879045,711.16868870076,10,40,0,72.82432456258772,mixed_smooth_10013,20.78609940108515,-3.8690981297496707,-5.127891036593257,1.0215350635008225,6913.9801495063875,558.0198087572754,25704.900747531945,5140.980149506389,286.8,253.08,33.72,240.38,3.26,4.06,16.76,0.0,1697.3200000000004,75.68000000000005,743.9874234348702,263.32,mixed,smooth
probe_off,关闭已发现频道顺路探测,50,635,635,50,0,552.1487926187891,721.6189318618325,4,46,0,143.09801499199352,mixed_smooth_10045,27.489425354150853,-5.116846704778366,-7.062151843122022,1.0146327995582571,7012.289666258622,564.7231347103411,26177.848331293102,5235.569666258621,286.82,251.18,35.64,238.48,3.7,6.94,19.64,0.14,1692.4000000000003,84.32000000000018,392.9201180849045,258.3,mixed,smooth
probe_strict,收紧顺路探测门槛,50,635,635,50,0,536.8136989492681,692.3264910436129,8,40,2,143.00172847946965,mixed_smooth_10045,11.323471381391055,-2.107736574266883,-2.971622494934545,0.5107675317504223,6817.5339766557045,548.5571807375813,25177.669883278526,5035.5339766557045,288.28,252.92,35.36,240.22,3.26,5.08,17.78,0.04,1703.2600000000002,78.73999999999987,365.9303964037401,261.86,mixed,smooth
probe_loose,放宽顺路探测门槛,50,635,635,50,0,525.1221070744904,654.5333783994948,17,24,9,28.510900048522615,mixed_smooth_10026,-0.7523819169569799,0.1400474139753194,0.35713112435278305,-0.6143014908890132,6669.050759846028,536.4813274392333,24363.753799230155,4872.750759846029,291.54,255.84,35.7,243.14,3.5,2.76,15.46,0.02,1724.52,71.77999999999997,416.3398349778386,266.82,mixed,smooth
early120,提前清除（120 m）,50,635,635,50,0,524.8256204392279,688.8924158368008,27,22,1,69.98046954513256,mixed_smooth_10030,-0.28449877920112726,0.05295624124963538,-0.13312581839945992,1.1940916620651554,6665.285379578196,536.9492105769892,24483.62689789098,4896.725379578195,286.3,252.94,33.36,240.24,3.12,3.4,16.1,0.02,1694.8600000000004,73.70000000000007,421.790554879284,263.36,mixed,smooth
early220,提前清除（220 m）,50,635,635,50,0,520.4305745379181,683.2338214062337,27,23,0,54.65613909909712,mixed_smooth_10029,-3.566115163445985,0.6637921450832862,0.8634986766294261,1.8083931529541686,6609.4682966315595,533.6675941927443,24239.941483157792,4847.98829663156,284.52,253.96,30.56,241.26,3.28,3.56,16.26,0.0,1687.3,74.18000000000008,431.91821980466614,264.7,mixed,smooth
center_route,按源中心规划联合路线,50,635,635,50,0,513.2737325500856,651.1214644519213,30,20,0,66.04531217348921,mixed_smooth_10011,-11.305358892040836,2.1043651385146633,1.9823020534656233,3.8169519602429647,6518.576403386088,525.9283504641494,23966.38201693044,4793.2764033860885,278.7,253.56,25.14,240.86,3.58,3.0,15.7,0.02,1652.8,72.50000000000003,354.66591859129016,259.3,mixed,smooth
finish_source,选中一个源后连续清除,50,635,635,50,0,632.4334362780927,798.0830778809317,0,50,0,214.03600596177375,mixed_smooth_10020,108.26360649287342,-20.152050142686374,-28.11551910480825,0.8696852567642077,8031.904640731776,645.4973158490637,31325.623203658877,6265.124640731777,287.24,251.38,35.86,238.68,3.24,7.06,19.76,0.3,1682.1000000000006,84.68000000000009,1738.2824536855596,245.9,mixed,smooth
compact,仅外圈半径 1950→1900 m,50,635,635,50,0,519.1230892595078,644.6317644852201,45,5,0,21.33671458646006,mixed_smooth_10002,-7.098413970025063,1.3212897564696235,1.8439271583568173,-0.40033130866925504,6592.863233595749,530.1352953861651,24000.216167978753,4800.04323359575,290.92,255.68,35.24,242.98,3.04,2.98,15.68,0.02,1720.38,72.44000000000004,428.3519443315758,265.78,mixed,smooth
full_compact,A + B + C + 外圈微调,50,635,635,50,0,535.69091790485,694.1454430688474,15,35,0,66.26597814035432,mixed_smooth_10013,11.751061851212413,-2.1873277209828457,-2.7524231604084237,0.7178354500276041,6803.274657391595,548.9847712074027,25124.073286957973,5024.814657391595,287.68,254.12,33.56,241.42,3.18,3.92,16.62,0.0,1703.2,75.25999999999995,735.4383928287875,264.8,mixed,smooth
proxy_compact,源中心路线 + 外圈微调,50,635,635,50,0,503.6419779811453,641.6216889886744,39,11,0,54.41076020961884,mixed_smooth_10011,-21.445597913663526,3.9918563448603117,4.447291365731165,3.89287686361125,6396.253120360546,515.7881114425268,23363.665601802724,4672.733120360545,278.48,253.32,25.16,240.62,3.62,2.7,15.4,0.02,1651.92,71.60000000000005,339.62586658779895,259.52,mixed,smooth
proxy_reuse_early_compact,源中心路线 + B + C + 外圈微调,50,635,635,50,0,499.2828656746862,649.2279580879357,41,9,0,54.09884538818335,mixed_smooth_10011,-25.44516218291088,4.736330155716361,5.488978158368885,4.293208172280504,6340.8923940685145,511.7885471732794,23108.961970342578,4621.792394068515,277.32,253.4,23.92,240.7,3.66,3.18,15.88,0.0,1646.06,73.04000000000008,365.4945745470349,259.46,mixed,smooth
every_stop,A + B + C，每次停车扫未知频道,50,635,635,50,0,730.4086701658733,923.6299123924888,0,50,0,326.53012593532844,mixed_smooth_10045,209.88979373405746,-39.06861949999099,-3.9375540976892554,-138.16261733848702,9276.19011110659,747.1235030902477,25413.85055553295,5082.770111106593,690.1,655.96,34.14,643.26,3.78,8.34,21.04,0.06,4104.9,88.51999999999965,799.7789158824069,654.4,mixed,smooth
baseline,冻结基线 TRI25 + V4,50,635,635,50,0,497.3060280882815,640.2153982463278,0,0,50,0.0,omni_endpoint_10000,0.0,0.0,0.0,0.0,6315.786556721175,510.710236850531,23426.032783605875,4685.206556721175,263.12,230.68,32.44,217.98,0.22,3.82,16.52,0.0,1555.6200000000003,74.96000000000011,447.0915791431516,240.02,omni,endpoint
nearest,A 就近任务调度,50,635,635,50,0,527.0245388636891,696.9406540708285,9,41,0,101.07303266184834,omni_endpoint_10046,30.931088775610196,-6.056484977931387,-7.635631055251424,-1.3986013986013957,6693.211643568852,541.6413256261412,25214.75821784426,5042.951643568853,266.8,232.06,34.74,219.36,0.12,4.1,16.8,0.0,1574.46,75.79999999999995,1192.2935272545856,240.46,omni,endpoint
reuse,B 覆盖站复用定位,50,635,635,50,0,497.47815671258417,649.4515449619264,28,22,0,98.55284181149483,omni_endpoint_10017,-0.6412946909009838,0.12556918671841055,0.26538779711895444,-0.836120401337781,6317.9725902498185,510.06894215963007,23363.8629512491,4672.77259024982,265.32,233.92,31.4,221.22,0.24,3.96,16.66,0.0,1569.82,75.38000000000008,430.3098211969286,243.22,omni,endpoint
early160,C 提前清除（160 m）,50,635,635,50,0,495.8703949004273,639.9165507914898,25,24,1,53.493993199205875,omni_endpoint_10037,-1.4191034620539842,0.27786861504977,0.5663046263709504,-0.022803283672856445,6297.554015235427,509.291133388477,23293.370076177143,4658.674015235428,263.18,232.62,30.56,219.92,0.16,5.12,17.82,0.02,1560.02,78.86000000000007,441.1678006910084,244.12,omni,endpoint
nearest_reuse,A + B,50,635,635,50,0,521.2089084268764,674.7660648502263,11,39,0,78.87503144489347,omni_endpoint_10014,24.897288334172273,-4.875032168477755,-5.979812776839943,-1.5734265734265618,6619.35313702133,535.6075251847033,24826.86568510665,4965.37313702133,267.26,233.42,33.84,220.72,0.14,4.1,16.8,0.0,1578.1800000000003,75.79999999999997,1127.1808451443144,241.88,omni,endpoint
nearest_early,A + C,50,635,635,50,0,522.4290943732681,670.6917546198929,12,38,0,76.25681277201977,omni_endpoint_10039,25.026610441372068,-4.9003541804266915,-6.687067859791163,0.0,6634.849498540504,535.736847291903,24992.54749270252,4998.509498540505,263.12,231.34,31.78,218.64,0.12,5.32,18.02,0.02,1556.88,79.45999999999995,1114.2145579813327,241.28,omni,endpoint
