variant,scene_id,seed,source_kind,error_mode,scenario_sha256,N,K,T,T_over_K,move_m,localization_move,n_measure,n_clear,n_clear_ok,n_optical_fallback,n_cover_visited,failure,all_certified,n_probe,n_replan,planner_wall_s,wall_s,discovery_measure,discovery_no_signal,refine_measure,refine_no_signal,measure_s,clear_s,movement_s,after_last_clear_s,failed_clears,switches,accounting_residual_s,full_success,certificate_max_distance_m,certificate_hull_margin_m,event_sha256,n_selective_probe,n_optimistic_attempt,n_early_optical_proposals,n_mass_attempt,n_budget_probe,n_burst_actions,n_local_optical_proposals
F120,mixed_endpoint_50058,50058,mixed,endpoint,572478649fb8ac9d606a7fc7fc3065e71f6cae5918d21a4eec3ddbf29bcbb0c7,12,12,7114.244493594765,592.8537077995637,27336.222467973832,11261.436699158903,266,18,12,0,25,,True,7,59,0.9685985999240074,1.5140402000106405,230,218,36,4,1568.9999999999995,77.99999999999946,5467.244493594765,1077.7187915393688,6,239,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,dc22c2d8b76e12e95e174d5a4c46ed66a9cf95d0abd2fb2d0b40a00294670b72,0,0,0,0,0,12,0
C1,mixed_endpoint_50058,50058,mixed,endpoint,572478649fb8ac9d606a7fc7fc3065e71f6cae5918d21a4eec3ddbf29bcbb0c7,12,12,6975.023212949873,581.2519344124894,26710.11606474937,10634.591761027097,262,21,12,4,25,,True,7,66,1.381046400143532,1.450721600005636,230,218,32,4,1545.9999999999995,86.99999999999918,5342.023212949873,1077.7187915393688,9,236,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,c033ee19b8f5822f00eaa067168ed3e91a00f011567d60ccf1c5251f423d6f91,0,0,0,0,0,0,4
C15,mixed_endpoint_50058,50058,mixed,endpoint,572478649fb8ac9d606a7fc7fc3065e71f6cae5918d21a4eec3ddbf29bcbb0c7,12,12,6891.81576340946,574.3179802841216,26304.0788170473,10232.352629203393,257,29,12,5,25,,True,7,57,1.214929000067059,1.2802303000062238,230,218,27,3,1520.0000000000005,110.99999999999952,5260.815763409459,1077.7187915393688,17,235,0.0,True,943.0121947375769,17.74943008678929,8e063bc81e66bbfc18a66d77b44217415730f3f52d6476013ec4a7823585f057,0,0,0,0,0,0,14
PC,mixed_endpoint_50058,50058,mixed,endpoint,572478649fb8ac9d606a7fc7fc3065e71f6cae5918d21a4eec3ddbf29bcbb0c7,12,12,6789.846669102422,565.8205557585352,24639.233345512104,8491.315767255062,302,15,12,3,25,,True,11,54,1.045211599994218,1.1121683999954257,274,262,28,5,1793.000000000001,69.00000000000051,4927.846669102423,103.64429196060883,3,283,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,cd7a490baa0f591acedc471c119163e699d2768311ee34695567f697e07f53dd,11,0,0,0,11,0,42
S_all,mixed_endpoint_50059,50059,mixed,endpoint,e26c575e514b5ab784184e4e9311f52af4546c068dc5f00de8aebe58b6573442,11,11,6377.756123113837,579.796011192167,22593.780615569187,6908.9681072773565,303,17,11,0,25,,True,6,65,0.7730759000696708,0.8210806999995839,273,262,30,5,1786.0000000000005,72.99999999999858,4518.756123113839,772.1697106940674,6,271,0.0,True,943.0121947375769,17.74943008678929,20579b4bddda78d321b47252fb5db85572c60bd59706a8aee2ca02663a273cb8,6,0,0,0,0,0,0
baseline,mixed_endpoint_50059,50059,mixed,endpoint,e26c575e514b5ab784184e4e9311f52af4546c068dc5f00de8aebe58b6573442,11,11,6294.885245207681,572.2622950188801,22284.426226038406,6592.2917586637495,299,17,11,0,25,,True,3,64,0.8740512000804301,0.913559799984796,273,262,26,1,1765.0000000000007,72.99999999999855,4456.885245207683,772.1697106940674,6,270,0.0,True,943.0121947375769,17.74943008678929,7840d299b45564940040d96d07752f525a27e93a457242efd5080deb625b959a,0,0,0,0,0,0,0
M75,mixed_endpoint_50058,50058,mixed,endpoint,572478649fb8ac9d606a7fc7fc3065e71f6cae5918d21a4eec3ddbf29bcbb0c7,12,12,7061.779213580709,588.4816011317258,27308.896067903555,12163.863925690053,261,13,12,0,25,,True,4,64,1.563627400144469,1.6116123000101652,230,218,31,4,1536.9999999999989,62.99999999999877,5461.779213580711,925.9831749550431,1,232,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,38b22fe0d8f6bb0d905de9e12e5d3e2cf1dff62dfc41c06f9c08c6c892c5d19f,0,0,0,1,0,0,0
M50,mixed_endpoint_50058,50058,mixed,endpoint,572478649fb8ac9d606a7fc7fc3065e71f6cae5918d21a4eec3ddbf29bcbb0c7,12,12,7118.163686659292,593.1803072216077,27355.818433296463,11281.03266448153,266,18,12,0,25,,True,7,71,1.831764399918029,1.883076500002062,230,218,36,4,1569.0000000000005,77.99999999999937,5471.163686659292,1077.7187915393688,6,239,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,8ad88c4a2d63865c540f885b36f30773ad14bbc668aa349d404a2fb5aff1c9cb,0,0,0,6,0,0,0
previous_best,mixed_endpoint_50059,50059,mixed,endpoint,e26c575e514b5ab784184e4e9311f52af4546c068dc5f00de8aebe58b6573442,11,11,6166.571726812675,560.5974297102431,21012.858634063366,6652.550988661091,317,19,11,0,25,,True,16,54,1.152384100103518,1.2015895000076853,290,279,27,3,1885.0000000000016,78.9999999999998,4202.571726812674,96.88608552604273,8,300,9.094947017729282e-13,True,943.0121947375769,2.074856830987301,694ff33412469836b720a1dda7fd83543d2da73db8c3a5771dfbf5c4740e4941,16,10,0,0,0,0,0
LPC,mixed_endpoint_50058,50058,mixed,endpoint,572478649fb8ac9d606a7fc7fc3065e71f6cae5918d21a4eec3ddbf29bcbb0c7,12,12,5882.456672103449,490.2047226752874,21362.283360517253,6871.701738604267,259,16,12,4,25,,True,16,41,1.3955629000265617,1.4604648999811616,238,226,21,2,1538.0000000000005,71.99999999999872,4272.45667210345,235.2126063932319,4,243,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,eb0eec927e4e4465ed00a6d1c5be0792b161e9896f0040b9c8599e6297566edb,16,0,0,0,16,0,45
LC,mixed_endpoint_50058,50058,mixed,endpoint,572478649fb8ac9d606a7fc7fc3065e71f6cae5918d21a4eec3ddbf29bcbb0c7,12,12,6522.307158201069,543.5255965167557,24271.535791005346,8355.374919271706,269,18,12,4,25,,True,7,58,2.134436699852813,2.2018232000118587,240,228,29,3,1590.0000000000002,77.99999999999982,4854.307158201069,187.84106717762734,6,245,0.0,True,943.0121947375769,17.74943008678929,e3fac2e154cb85a2a58888d883716342d060671220a58c421013d93f4a6da2a1,0,0,0,0,0,0,31
L30,mixed_endpoint_50059,50059,mixed,endpoint,e26c575e514b5ab784184e4e9311f52af4546c068dc5f00de8aebe58b6573442,11,11,6978.933033440533,634.448457585503,24739.665167202653,8173.626728796298,331,16,11,0,25,,True,6,65,1.3368736002012156,1.393861399992602,300,289,31,8,1961.0000000000014,70.00000000000017,4947.933033440532,477.9000751334879,5,306,2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,9c6e7001a418ee94be15a57c3a9f7a5f8920ab01d383f5f77e27c7a8fd37847b,0,0,0,0,0,0,0
F60,mixed_endpoint_50059,50059,mixed,endpoint,e26c575e514b5ab784184e4e9311f52af4546c068dc5f00de8aebe58b6573442,11,11,6294.885245207681,572.2622950188801,22284.426226038406,6592.2917586637495,299,17,11,0,25,,True,3,60,0.39005489999544807,0.7540989999833982,273,262,26,1,1765.0000000000007,72.99999999999855,4456.885245207683,772.1697106940674,6,270,0.0,True,943.0121947375769,17.74943008678929,6e5f41a78a15c38301b5d805935d852c64c3f6be5c46053076b07bf8d5e85457,0,0,0,0,0,4,0
L90,mixed_endpoint_50059,50059,mixed,endpoint,e26c575e514b5ab784184e4e9311f52af4546c068dc5f00de8aebe58b6573442,11,11,7558.30940225241,687.1190365684009,27246.547011262035,11178.290661730154,343,16,11,0,25,,True,8,57,1.1532426001213025,1.2143279000010807,318,307,25,1,2039.0000000000016,70.00000000000104,5449.309402252407,0.0,5,324,2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,b6541f00fac5c1ba6e863c77972363c3bd531a801f80e67b985da9484e407eec,0,0,0,0,0,0,0
F120,mixed_endpoint_50059,50059,mixed,endpoint,e26c575e514b5ab784184e4e9311f52af4546c068dc5f00de8aebe58b6573442,11,11,6294.885245207681,572.2622950188801,22284.426226038406,6592.2917586637495,299,17,11,0,25,,True,3,54,0.4357654000050388,0.8077491000003647,273,262,26,1,1765.0000000000007,72.99999999999855,4456.885245207683,772.1697106940674,6,270,0.0,True,943.0121947375769,17.74943008678929,caf4ebe2f67b638b477e1406502d43fe0a2b4a56cd964daa93dacde299105699,0,0,0,0,0,10,0
P1,mixed_endpoint_50059,50059,mixed,endpoint,e26c575e514b5ab784184e4e9311f52af4546c068dc5f00de8aebe58b6573442,11,11,6766.216036519657,615.1105487745143,24366.08018259828,9163.762883974547,308,17,11,0,25,,True,8,64,0.8667194001027383,0.9280729999882169,277,266,31,4,1819.9999999999998,72.99999999999943,4873.216036519657,772.1697106940674,6,280,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,d413d1302ebb70a63bb1b33716ba21ee2a2740020255f489a4ab84ab8c8ae678,8,0,0,0,8,0,0
P2,mixed_endpoint_50059,50059,mixed,endpoint,e26c575e514b5ab784184e4e9311f52af4546c068dc5f00de8aebe58b6573442,11,11,6377.756123113837,579.796011192167,22593.780615569187,6908.9681072773565,303,17,11,0,25,,True,6,65,0.8837284999608528,0.9440917000174522,273,262,30,5,1786.0000000000005,72.99999999999858,4518.756123113839,772.1697106940674,6,271,0.0,True,943.0121947375769,17.74943008678929,8efdc2f01748d89408d029cacc05a5dd6d4ac4841b28d412af9b123965e25669,6,0,0,0,6,0,0
C1,mixed_endpoint_50059,50059,mixed,endpoint,e26c575e514b5ab784184e4e9311f52af4546c068dc5f00de8aebe58b6573442,11,11,6170.495752243579,560.9541592948708,21807.4787612179,6105.737097194761,292,19,11,4,25,,True,3,57,0.7671537999995053,0.8179950999910943,273,262,19,0,1730.000000000001,78.99999999999889,4361.49575224358,773.4609203369646,8,270,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,9e386ca2f428ac4f837dfc16ba572812066c38116a2da66f1c73b01679c05541,0,0,0,0,0,0,4
C15,mixed_endpoint_50059,50059,mixed,endpoint,e26c575e514b5ab784184e4e9311f52af4546c068dc5f00de8aebe58b6573442,11,11,6137.121574726394,557.920143156945,21625.607873631976,5925.434994461401,290,24,11,5,25,,True,3,49,0.6735007999232039,0.7327754000143614,273,262,17,0,1718.0000000000002,94.0000000000002,4325.121574726395,773.1471633664505,13,268,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,cbb15ad5cebb3862a84f4ebd295bcba81a2fbeaca42dd5765cfbe7f432952a7c,0,0,0,0,0,0,13
PC,mixed_endpoint_50059,50059,mixed,endpoint,e26c575e514b5ab784184e4e9311f52af4546c068dc5f00de8aebe58b6573442,11,11,6360.111082095565,578.1919165541423,22770.555410477828,6805.976507796146,293,16,11,4,25,,True,9,46,0.8333894999232143,0.9055522000126075,273,262,20,1,1736.0000000000005,70.0000000000003,4554.111082095565,773.1471633664505,5,271,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,4cb5c84c7c8789e8b4ed6c85bd1a634ed87915e26a4c1261c4d9d1a57bb4eeec,9,0,0,0,9,0,14
M50,mixed_endpoint_50059,50059,mixed,endpoint,e26c575e514b5ab784184e4e9311f52af4546c068dc5f00de8aebe58b6573442,11,11,6527.035245547457,593.3668405043143,23635.176227737295,8348.723612132926,292,17,11,0,25,,True,6,63,1.5959059000306297,1.6457035999919754,264,253,28,1,1726.9999999999993,72.99999999999937,4727.035245547458,93.70653743796629,6,267,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,05992db6107c019fc6ec31e03ec00afeaf3b054b85a06f934daf1ecdd059f511,0,0,0,6,0,0,0
LC,mixed_endpoint_50059,50059,mixed,endpoint,e26c575e514b5ab784184e4e9311f52af4546c068dc5f00de8aebe58b6573442,11,11,6904.425184191005,627.6750167446369,24287.12592095502,7740.674131031549,327,28,11,5,25,,True,6,57,1.3620537001697812,1.4358164999866858,300,289,27,8,1941.0000000000007,106.00000000000006,4857.4251841910045,477.9000751334879,17,306,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,0126d39a7ca96dfa200c2748d33006f51394e0378ba3ce993281ae79197d8cc9,0,0,0,0,0,0,6
LPC,mixed_endpoint_50059,50059,mixed,endpoint,e26c575e514b5ab784184e4e9311f52af4546c068dc5f00de8aebe58b6573442,11,11,6681.531416837438,607.4119469852217,24177.657084187187,8225.774805251443,299,16,11,4,25,,True,11,46,1.260424000036437,1.3228744999796618,277,266,22,1,1776.0000000000007,70.00000000000037,4835.531416837437,775.2134400999794,5,281,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,9b70aab1805db0def34287c1509b3a2c5d769e56e0332cf1c7a66b8ad88e424b,11,0,0,0,11,0,42
baseline,mixed_endpoint_50060,50060,mixed,endpoint,5ed470e831169128b48234950b1a4b53fdd2a7116ffcb664349b2f4bb68278cd,11,11,6651.226086720286,604.6569169745715,24166.130433601422,9085.778736080096,295,18,11,0,25,,True,10,74,1.298058899847092,1.35544879999361,253,242,42,7,1742.0000000000007,76.00000000000028,4833.226086720286,467.25245539449224,7,267,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,8069ec6a7bdfc75a59aac0096ee96cc7957c74709270fa06bc835d62123aab89,0,0,0,0,0,0,0
S_all,mixed_endpoint_50060,50060,mixed,endpoint,5ed470e831169128b48234950b1a4b53fdd2a7116ffcb664349b2f4bb68278cd,11,11,6445.723522061089,585.9748656419172,23258.617610305453,7847.176453401629,292,15,11,0,25,,True,19,62,1.2711888999619987,1.3414024999947287,250,239,42,6,1727.0,66.99999999999997,4651.72352206109,467.31980647637556,4,267,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,7b66238cff2c94b5e88eeac6eded264a6c260ab74af9b64bf1b6131524af66c8,19,0,0,0,0,0,0
M75,mixed_endpoint_50059,50059,mixed,endpoint,e26c575e514b5ab784184e4e9311f52af4546c068dc5f00de8aebe58b6573442,11,11,6562.021459374197,596.5474053976542,23730.107296870992,8030.790543310052,295,18,11,0,25,,True,3,69,1.69449910018011,1.7487160000018775,265,254,30,2,1739.9999999999995,75.99999999999955,4746.021459374198,93.70653743796629,7,265,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,d97f66fd37ddec9cb9b59e57ddf7060727a5ffdf29f67772265cdc8c3647f6bd,0,0,0,7,0,0,0
previous_best,mixed_endpoint_50060,50060,mixed,endpoint,5ed470e831169128b48234950b1a4b53fdd2a7116ffcb664349b2f4bb68278cd,11,11,6343.339402814193,576.6672184376539,23076.697014070975,7973.054819312894,280,16,11,0,25,,True,18,49,1.5127358998870477,1.5646790000027977,253,242,27,8,1657.9999999999995,69.99999999999929,4615.339402814193,1124.2854788541072,5,258,-1.8189894035458565e-12,True,943.0121947375769,2.074856830987301,7cc55b1697d116dd92d0e73668c1c7381a02a2f04a4d42f581edcba861f136a4,18,8,0,0,0,0,0
P1,mixed_endpoint_50060,50060,mixed,endpoint,5ed470e831169128b48234950b1a4b53fdd2a7116ffcb664349b2f4bb68278cd,11,11,6697.827899385173,608.893445398652,24414.139496925865,9001.052978370328,295,17,11,0,25,,True,15,71,1.1034424999379553,1.1687097999965772,250,239,45,9,1742.0000000000002,73.00000000000006,4882.827899385173,467.31980647637556,6,267,0.0,True,943.0121947375769,17.74943008678929,9aa05b0358e76865aa9029e982b935889febe6f8c8e3a3d514aab791f589c11f,15,0,0,0,15,0,0
L30,mixed_endpoint_50060,50060,mixed,endpoint,5ed470e831169128b48234950b1a4b53fdd2a7116ffcb664349b2f4bb68278cd,11,11,6722.280160904241,611.1163782640219,24791.400804521207,9819.895481490283,286,17,11,0,25,,True,10,64,1.963612799969269,2.0159182000206783,253,242,33,7,1691.0,73.00000000000017,4958.280160904242,1133.7382728065695,6,261,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,1ad47e4650229947a95703af20e11492b3926fece9478c4c52e79a93411a46bd,0,0,0,0,0,0,0
L90,mixed_endpoint_50060,50060,mixed,endpoint,5ed470e831169128b48234950b1a4b53fdd2a7116ffcb664349b2f4bb68278cd,11,11,6800.4103110537535,618.2191191867049,25017.05155526877,9930.31889229417,291,19,11,0,25,,True,7,71,1.9751443999703042,2.022812300012447,256,245,35,7,1717.9999999999989,79.00000000000017,5003.410311053754,1361.9140168127315,8,263,0.0,True,943.0121947375769,17.74943008678929,55b37ae2165dc3b160c40ebc3c04c6a5b4bc328d52c3cedb900bbf49b37bdf36,0,0,0,0,0,0,0
P2,mixed_endpoint_50060,50060,mixed,endpoint,5ed470e831169128b48234950b1a4b53fdd2a7116ffcb664349b2f4bb68278cd,11,11,6791.783681378442,617.4348801253129,24998.918406892204,8681.245724278198,293,16,11,0,25,,True,21,65,1.049362500110874,1.116484500002116,247,236,46,11,1722.000000000001,70.00000000000045,4999.7836813784415,1137.6315010937014,5,257,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,e133b664a7870956878e998973f3fad057aec5c3f4ae693ca81765de55fa97e3,21,0,0,0,21,0,0
F120,mixed_endpoint_50060,50060,mixed,endpoint,5ed470e831169128b48234950b1a4b53fdd2a7116ffcb664349b2f4bb68278cd,11,11,6649.3596097310465,604.487237248277,24231.798048655226,9157.673147987929,293,18,11,0,25,,True,10,57,0.6661165001569316,1.1469399999768939,253,242,40,7,1727.0000000000005,76.00000000000023,4846.359609731047,467.25245539449224,7,262,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,dc5a82fd73a02a8cdf6d9aeb96e87b7403193147cbcf2bfcdb213bf6ab4dc66b,0,0,0,0,0,15,0
C15,mixed_endpoint_50060,50060,mixed,endpoint,5ed470e831169128b48234950b1a4b53fdd2a7116ffcb664349b2f4bb68278cd,11,11,6485.718622877311,589.6107838979374,23448.593114386553,8377.291990286165,287,26,11,7,25,,True,10,59,1.1093071999202948,1.1871584999898914,253,242,34,6,1696.0000000000005,99.99999999999991,4689.718622877312,464.313638861071,15,261,0.0,True,943.0121947375769,17.74943008678929,9e2f916ac70d2140793d406fa3621b0739f27762036d4462b7b3634fd75dad4f,0,0,0,0,0,0,51
F60,mixed_endpoint_50060,50060,mixed,endpoint,5ed470e831169128b48234950b1a4b53fdd2a7116ffcb664349b2f4bb68278cd,11,11,6651.226086720286,604.6569169745715,24166.130433601422,9085.778736080096,295,18,11,0,25,,True,10,72,0.8295058000658173,1.4687735000043176,253,242,42,7,1742.0000000000007,76.00000000000028,4833.226086720286,467.25245539449224,7,267,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,a5f90ad52b9b5668d8929ec9326543c4f63dc1c137949bb91570e43fdb0a081f,0,0,0,0,0,2,0
C1,mixed_endpoint_50060,50060,mixed,endpoint,5ed470e831169128b48234950b1a4b53fdd2a7116ffcb664349b2f4bb68278cd,11,11,6576.412208929154,597.8556553571958,23877.061044645765,8785.046903016737,291,20,11,2,25,,True,10,69,1.298565900156973,1.3568803000089247,253,242,38,6,1719.0000000000002,82.00000000000061,4775.412208929154,467.25245539449224,9,264,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,76769b61d7a91445c5b0675f89e5290af66da9953fb5a2d512f77b2fe05785ff,0,0,0,0,0,0,3
M50,mixed_endpoint_50060,50060,mixed,endpoint,5ed470e831169128b48234950b1a4b53fdd2a7116ffcb664349b2f4bb68278cd,11,11,6711.747126282605,610.1588296620549,24413.735631413023,8845.94426661969,297,19,11,0,25,,True,9,78,1.8862420000659768,1.9474077000049874,253,242,44,9,1750.0,78.9999999999998,4882.747126282606,467.25245539449224,8,265,0.0,True,943.0121947375769,17.74943008678929,98a4e249acc5942cde2cfa6c75f072c0356f93c6c961af25742eabcba0dc9db5,0,0,0,8,0,0,0
PC,mixed_endpoint_50060,50060,mixed,endpoint,5ed470e831169128b48234950b1a4b53fdd2a7116ffcb664349b2f4bb68278cd,11,11,6414.779510722881,583.1617737020802,23228.89755361441,7826.0694135485,286,19,11,6,25,,True,15,56,1.2932341001578607,1.3808238999918103,250,239,36,6,1690.0,78.99999999999962,4645.779510722883,464.2070949240433,8,260,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,c6dd20596502b030a542c9b42bfe721bd23c171728bb4ab3876ddcbcb8a35d40,15,0,0,0,15,0,38
S_all,mixed_endpoint_50061,50061,mixed,endpoint,48f3ea813b4773c82fba4d345fe7de6b48634d388bbcf9b6e36e2d8d8e23facc,12,12,6388.39161393935,532.3659678282792,22491.95806969675,7299.228100694493,307,17,12,0,25,,True,10,62,0.9659260000335053,1.0267519000044558,276,264,31,3,1814.9999999999986,75.00000000000024,4498.39161393935,279.6158734999899,5,280,0.0,True,943.0121947375769,17.74943008678929,b24471fc44202d254ba46c72a4037355d9139033251eaa547ba179402d37af8b,10,0,0,0,0,0,0
previous_best,mixed_endpoint_50061,50061,mixed,endpoint,48f3ea813b4773c82fba4d345fe7de6b48634d388bbcf9b6e36e2d8d8e23facc,12,12,6358.512468699188,529.8760390582656,21397.56234349593,8074.940317529925,336,19,12,0,25,,True,15,58,1.27846650002175,1.342290000000503,306,294,30,5,1998.0000000000002,81.00000000000082,4279.512468699186,825.7000391056681,7,318,1.8189894035458565e-12,True,943.0121947375769,2.074856830987301,a92df2e18de40c98b2fee49d59ddb61c7fc40ebba0845f3c637d52788a2a6703,15,7,0,0,0,0,0
baseline,mixed_endpoint_50061,50061,mixed,endpoint,48f3ea813b4773c82fba4d345fe7de6b48634d388bbcf9b6e36e2d8d8e23facc,12,12,8338.602281724685,694.8835234770571,30223.011408623395,12962.307205897216,323,121,12,1,25,,True,7,76,1.2646216002176516,1.4679923999938183,282,270,41,15,1907.0000000000014,386.9999999999983,6044.602281724685,405.8796635003064,109,292,5.4569682106375694e-12,True,943.0121947375769,17.74943008678929,4e021ca145cc4eaef8814092a93cd53ee3e1ee715866d4b0e7383711ead23b48,0,0,0,0,0,0,0
LC,mixed_endpoint_50060,50060,mixed,endpoint,5ed470e831169128b48234950b1a4b53fdd2a7116ffcb664349b2f4bb68278cd,11,11,6526.202780147263,593.2911618315694,23961.01390073631,8995.025177770023,278,21,11,7,25,,True,10,51,1.8838324001990259,1.9642499999899883,253,242,25,5,1649.000000000001,85.00000000000055,4792.202780147262,1133.7382728065695,10,259,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,ab8e3451f71f83e3e868cb30defd9d698a119f4bf071f7ee169f96e69153b08c,0,0,0,0,0,0,29
LPC,mixed_endpoint_50060,50060,mixed,endpoint,5ed470e831169128b48234950b1a4b53fdd2a7116ffcb664349b2f4bb68278cd,11,11,6263.126874927572,569.3751704479611,22810.63437463786,7303.824664205335,275,16,11,6,25,,True,12,48,1.8394049001508392,1.9132496000092942,250,239,25,2,1631.0000000000007,70.00000000000023,4562.126874927572,463.7770534871843,5,256,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,c0e62de50f8a701b43ad30ffc76102765ea789c04e597bb2560a44ede7f3b6fb,12,0,0,0,12,0,47
M75,mixed_endpoint_50060,50060,mixed,endpoint,5ed470e831169128b48234950b1a4b53fdd2a7116ffcb664349b2f4bb68278cd,11,11,7056.433673636784,641.4939703306168,25317.168368183917,10845.034139388392,326,16,11,0,25,,True,5,80,2.6474182999518234,2.7175456999975722,281,270,45,7,1923.0000000000023,69.99999999999898,5063.433673636784,0.0,5,293,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,cc2e076d839cf3d645179a4ec7476efafccfb9b2bac0d72c0e174537fb8ed7b4,0,0,0,8,0,0,0
L90,mixed_endpoint_50061,50061,mixed,endpoint,48f3ea813b4773c82fba4d345fe7de6b48634d388bbcf9b6e36e2d8d8e23facc,12,12,8465.580576895472,705.4650480746227,30377.90288447735,16978.580395151337,321,155,12,2,25,,True,8,68,1.4516684999980498,1.7017848000105005,284,272,37,19,1900.9999999999973,489.0000000000014,6075.580576895474,332.67663216071287,143,296,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,87506b6598f3d7401b48dd4150281b6536151d920ddee4b87b307f519de17c93,0,0,0,0,0,0,0
L30,mixed_endpoint_50061,50061,mixed,endpoint,48f3ea813b4773c82fba4d345fe7de6b48634d388bbcf9b6e36e2d8d8e23facc,12,12,8084.936696098859,673.7447246749049,28904.683480494285,13103.250918454967,320,128,12,2,25,,True,8,64,1.519955900061177,1.7352303999941796,285,273,35,18,1896.0,407.9999999999962,5780.936696098861,277.184305351464,116,296,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,bea19ff920b792386fa629aefa2a06edcdc567fb458b01356c57bc2b1f0a7a61,0,0,0,0,0,0,0
P1,mixed_endpoint_50061,50061,mixed,endpoint,48f3ea813b4773c82fba4d345fe7de6b48634d388bbcf9b6e36e2d8d8e23facc,12,12,6377.483147285142,531.4569289404285,22427.41573642571,7233.221070537436,307,17,12,0,25,,True,10,62,0.965267000021413,1.0316786000039428,276,264,31,3,1816.9999999999995,75.0,4485.483147285141,279.6158734999899,5,282,0.0,True,943.0121947375769,17.74943008678929,55cbb08a87707863329ae208be5da93de26453dddacd29334fc6e5c13e1b7e8c,10,0,0,0,10,0,0
P2,mixed_endpoint_50061,50061,mixed,endpoint,48f3ea813b4773c82fba4d345fe7de6b48634d388bbcf9b6e36e2d8d8e23facc,12,12,6389.39161393935,532.4493011616124,22491.95806969675,7299.228100694493,307,17,12,0,25,,True,10,62,1.0286215999221895,1.0976282999909017,276,264,31,3,1815.9999999999986,75.00000000000024,4498.39161393935,279.6158734999899,5,281,0.0,True,943.0121947375769,17.74943008678929,f141264b9d9841c20d820c180de0c94bbda2bcae6b6254bf924191d883e113fb,10,0,0,0,10,0,0
F60,mixed_endpoint_50061,50061,mixed,endpoint,48f3ea813b4773c82fba4d345fe7de6b48634d388bbcf9b6e36e2d8d8e23facc,12,12,8338.602281724685,694.8835234770571,30223.011408623395,12962.307205897216,323,121,12,1,25,,True,7,75,0.945699599920772,1.544744199985871,282,270,41,15,1907.0000000000014,386.9999999999983,6044.602281724685,405.8796635003064,109,292,5.4569682106375694e-12,True,943.0121947375769,17.74943008678929,0391af9ed98c03fbb3b42db3eb1ded14cb6f324f057256bfd48d3d523c0200e8,0,0,0,0,0,1,0
C1,mixed_endpoint_50061,50061,mixed,endpoint,48f3ea813b4773c82fba4d345fe7de6b48634d388bbcf9b6e36e2d8d8e23facc,12,12,8303.065893807543,691.9221578172952,30065.32946903769,12788.630306981977,321,123,12,4,25,,True,7,74,1.3333939000149257,1.55160160001833,282,270,39,15,1897.0000000000014,392.99999999999767,6013.065893807545,405.8796635003064,111,292,5.4569682106375694e-12,True,943.0121947375769,17.74943008678929,de3f6cda3bd6f8f1d0282bf919a771f623ae72890dd59df08912d5a40e96d415,0,0,0,0,0,0,3
C15,mixed_endpoint_50061,50061,mixed,endpoint,48f3ea813b4773c82fba4d345fe7de6b48634d388bbcf9b6e36e2d8d8e23facc,12,12,8322.591540636093,693.5492950530078,30202.95770318045,12640.795642721598,315,131,12,8,25,,True,7,62,1.2825328999606427,1.507488100003684,282,270,33,13,1865.0000000000014,416.9999999999974,6040.591540636095,405.8796635003064,119,290,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,b95805f73a233d1417c6570e09fba66833af2ee6cceeaaab9010e99aa4464dd6,0,0,0,0,0,0,11
