scene_id,variant,seed,source_kind,error_mode,scenario_sha256,N,K,T,T_over_K,move_m,localization_move,n_measure,n_clear,n_clear_ok,n_optical_fallback,n_cover_visited,failure,all_certified,n_probe,n_replan,planner_wall_s,wall_s,discovery_measure,discovery_no_signal,refine_measure,refine_no_signal,measure_s,clear_s,movement_s,after_last_clear_s,failed_clears,switches,accounting_residual_s,full_success,certificate_max_distance_m,certificate_hull_margin_m,event_sha256,delta_T,delta_T_over_K,delta_move_m,delta_movement_s,delta_n_measure,delta_discovery_measure,delta_refine_measure,delta_discovery_no_signal,delta_refine_no_signal,delta_failed_clears,delta_n_clear,delta_n_optical_fallback,delta_measure_s,delta_clear_s,delta_after_last_clear_s,delta_switches
mixed_endpoint_10170,nearest_early,10170,mixed,endpoint,81bd0a574b26448cf5a6f425bd2aa24d6cc8f74c3712c8a207a4befae2b49359,11,11,6796.38836213618,617.8534874669255,25276.941810680903,7717.2947576065635,282,16,11,0,25,,True,7,61,0.8870727000175975,0.936524399992777,254,243,28,3,1670.9999999999989,69.99999999999983,5055.388362136181,941.045881630498,5,261,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,3d757137768aa20759d67d2486dc364292549b5e369fb0d87e136b6cb4ec44a4,-274.93881390908064,-24.99443762809824,-809.6940695453959,-161.93881390907973,-21,-7,-14,-7,-6,1,1,0,-116.00000000000114,2.9999999999998295,452.63966467229955,-11
mixed_endpoint_10171,nearest_early,10171,mixed,endpoint,3d8d452bff74139e415ad90119349e40b37be3c78074911e696880e31b7ea1c5,15,15,7221.7160960722995,481.4477397381533,28338.580480361496,12735.710790095744,248,22,15,0,25,,True,5,83,1.3534149000479374,1.4204066000238529,206,191,42,4,1458.0000000000014,95.99999999999964,5667.7160960723,764.0719666246714,7,218,0.0,True,943.0121947375768,17.74943008678929,251e03afe488f5881fb26d55b381bfa8518929fdf4d49d921740eff32ae3bb60,490.8195117035966,32.7213007802398,3539.0975585179767,707.8195117035984,-36,-35,-1,-35,-2,0,0,0,-216.99999999999864,-3.552713678800501e-13,424.0090747628601,-37
mixed_endpoint_10172,nearest_early,10172,mixed,endpoint,41df6f71818a3a8a4fa7da0fc34e4bccfad5da07dfabaad42b690ad9cc67d208,12,12,6568.823551294257,547.4019626078548,23804.11775647128,8784.89479479356,292,19,12,0,25,,True,3,65,0.7155858999467455,0.7629001000022981,267,255,25,1,1727.000000000001,81.00000000000082,4760.823551294256,0.0,7,267,9.094947017729282e-13,True,943.0121947375768,17.74943008678929,029640befa92fee8c6a1a1e5d176c00d2c8f446fae05efc8a085a6871997f934,6.909562675966299,0.5757968896638204,-280.4521866201758,-56.09043732403643,8,9,-1,9,0,6,6,0,45.000000000000455,18.00000000000083,-202.65202855236748,5
mixed_endpoint_10173,nearest_early,10173,mixed,endpoint,d6fceb1c998e6e392536e6dfa94f2ce262210df673fff2c6805aa5f6c32b137f,14,14,6920.606497123109,494.3290355087935,26168.032485615546,12123.449531198788,271,18,14,0,25,,True,9,69,0.919194100133609,0.974090600007912,235,221,36,8,1604.9999999999995,82.00000000000031,5233.606497123111,362.21757360710217,4,250,0.0,True,943.0121947375768,17.74943008678929,96fad1ef5c9ea6c75e89ec29ef79933ad8e271d311204c7cd613563b6c2e57c5,487.61637760069607,34.82974125719261,1638.0818880034858,327.6163776006988,26,28,-2,28,4,-2,-2,0,165.9999999999984,-5.999999999999588,-1462.55860512585,36
mixed_endpoint_10174,nearest_early,10174,mixed,endpoint,3777c42900aae958d781dac3eaf3f9f9cae0dc74d9d6ce6ca12e5def9753af08,10,10,6882.488891749213,688.2488891749213,23572.444458746057,8294.488564389829,354,16,10,0,25,,True,5,61,0.7300811000168324,0.789407799980836,328,318,26,1,2100.0,68.00000000000088,4714.488891749213,459.0641546680308,6,330,9.094947017729282e-13,True,943.0121947375768,17.74943008678929,85088660874451580b4805bb83a545752ac379ac54c1b707897fe04258c4d96f,73.99309474632355,7.399309474632332,-325.03452626838407,-65.00690525367554,21,25,-4,25,0,3,3,0,129.9999999999991,9.000000000000568,-35.66064321888916,25
mixed_endpoint_10175,nearest_early,10175,mixed,endpoint,bb8dfee3e124847af99a28fb202111cedbc21c7b6e91fa5bd40b6e0c412e28c9,11,11,7509.601735529472,682.6910668663156,26463.008677647365,7982.95284052566,361,15,11,0,25,,True,7,58,0.611318599927472,0.6670441999740433,335,324,26,4,2149.999999999998,67.00000000000018,5292.6017355294725,370.4679587981482,4,345,-1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,4612ef786d9d65e947ef559004c4be2900c0b8fc5b0b7548b9510154c2d42d19,504.92769135616345,45.9025173960149,1694.63845678082,338.92769135616254,26,32,-6,32,0,0,0,0,165.99999999999977,-1.7053025658242404e-13,370.4679587981482,36
mixed_endpoint_10176,nearest_early,10176,mixed,endpoint,01706676bd9b355f8a21675c8a0fe6af14b1b38617db20c3e53441cee34f7b35,13,13,6738.772117983291,518.3670859987146,25258.860589916458,10338.76142514716,270,20,13,0,25,,True,9,67,0.8718752001586836,0.9283512999827508,238,225,32,0,1600.999999999999,85.99999999999945,5051.772117983292,715.0495162019006,7,251,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,736d8d3c4f882df38d71b913e11ab01e1e38115f353a3594c93837146536af1e,424.5914625777632,32.66088173675104,1222.9573128888114,244.5914625777632,26,29,-3,29,0,5,5,0,165.0000000000016,15.000000000000014,535.4536503972358,35
mixed_endpoint_10177,nearest_early,10177,mixed,endpoint,e88294477877d2472f69cf203cdf093768e7437ba17008f895e7ec1c652329c4,14,14,7063.334891299975,504.5239208071411,26446.674456499884,10876.6595613661,285,21,14,0,25,,True,8,74,0.9275035000755452,0.9823422000044956,248,234,37,9,1683.0,91.00000000000004,5289.334891299975,366.77631439252673,7,258,-1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,bc08fb3bc4b9f8bfdc673a525d72ec4f100efbe4209306b7fe59df0728f8bfda,343.51443899168135,24.536745642262986,1052.5721949584004,210.51443899168135,22,19,3,19,4,1,1,0,130.00000000000045,2.9999999999994458,366.77631439252673,20
mixed_endpoint_10178,nearest_early,10178,mixed,endpoint,d3e5f5d9bec0375085b9b3e69ddd885d5cb0ebc4acfde5aa5bb3ce6711132ac7,14,14,6754.289150821157,482.44922505865406,26111.445754105785,9878.4053328908,246,18,14,0,25,,True,5,70,0.8571448998118285,0.9038318000093568,213,199,33,4,1449.9999999999982,82.0000000000001,5222.289150821157,0.0,4,220,0.0,True,943.0121947375768,17.74943008678929,3f623323c29b343bdf77b3869aafd01818c147998acd56821945fa734f08ec49,534.6561891512556,38.18972779651824,2538.28094575628,507.6561891512565,4,3,1,3,-1,2,2,0,20.999999999997954,5.999999999999972,0.0,1
mixed_endpoint_10179,nearest_early,10179,mixed,endpoint,a2dd9955121cf2791976711de970a14136341170903e5d5c6e39d43fb3672858,10,10,6652.953941498,665.2953941498,23339.76970749,7259.129415200924,324,14,10,0,25,,True,5,57,0.8498557000420988,0.925855799985584,300,290,24,0,1923.0,62.00000000000063,4667.953941497999,507.8098938997728,4,303,0.0,True,943.0121947375768,17.74943008678929,424dd357095fdc0f9580751d8c1ea55567b6b93a0ee8f4111fd1a28772c02fda,-29.265834808373256,-2.92658348083728,293.67082595811735,58.734165191624015,-16,-11,-5,-11,0,1,1,0,-91.0,3.0000000000028706,394.5723905281939,-11
mixed_endpoint_10180,nearest_early,10180,mixed,endpoint,205e51f426a513ac1f48231d2fc97609fc319127c863e1413dbf7b4150f693cd,14,14,7343.047450279009,524.5033893056435,29135.23725139504,10323.374458253238,242,21,14,0,25,,True,8,75,1.0307353000098374,1.0885795000067446,204,190,38,1,1424.999999999999,91.00000000000018,5827.047450279009,1724.7262169458145,7,215,1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,3b1de19975143ce779903dc2a77eb558ebd1c38eeb7227f65bbc4640543a89d4,1032.711501079195,73.76510721994254,4408.557505395969,881.7115010791949,24,27,-3,27,0,3,3,0,141.99999999999864,9.000000000000895,1228.9627395429588,22
mixed_endpoint_10181,nearest_early,10181,mixed,endpoint,9e7b815af549cecbf479e8a976d35f1263efb07bcd17f6f6fcfd3d8a5dc7929d,15,15,6257.614580233642,417.1743053489095,25113.07290116822,9240.82075996629,193,23,15,0,25,,True,11,76,1.433835800155066,1.4879070000024512,153,138,40,6,1136.0,98.9999999999993,5022.614580233643,175.65769205880497,8,171,-1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,a7f8aaffa169c401bd16de73ba7261b8d7698008cf74a28bb5205f7c5e0d0339,-91.59060601897545,-6.106040401264977,337.0469699051355,67.40939398102728,-29,-31,2,-31,-2,4,4,0,-170.99999999999977,11.999999999998494,175.65769205880497,-26
mixed_endpoint_10182,nearest_early,10182,mixed,endpoint,56857a2fbab5484a9cbeb2113ff6275eadb134ae101f127e8cf73e05d182b65b,13,13,7321.510293817522,563.1930995244248,27832.55146908761,13673.983056554487,283,18,13,0,25,,True,9,71,1.1550701999804005,1.2181014000088908,245,232,38,4,1675.0000000000005,80.0000000000007,5566.510293817523,0.0,5,260,0.0,True,943.0121947375768,17.74943008678929,2140cdf5f3271832c7ebe426c02ff7236e0f41a6086c3abfb7fe1941cb66d46f,702.3096936286856,54.023822586822064,3686.5484681434355,737.3096936286875,-8,-6,-2,-6,2,1,1,0,-38.00000000000091,3.0000000000009948,-939.8677427984758,2
mixed_endpoint_10183,nearest_early,10183,mixed,endpoint,b7abd3747e0667cd8aa41fd05b7a98e430c62c9f1025a60b3a58f9698c19e03e,15,15,7154.304683206751,476.9536455471168,27021.52341603376,11940.368378211882,280,21,15,0,25,,True,10,79,1.3720886999217328,1.4475323000224307,236,221,44,10,1656.999999999999,93.0000000000016,5404.30468320675,530.1095011310572,6,257,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,b304d3ed179b17c6d2af0cccd8c093f9e117353450831376a09bf755cf07c676,-557.2717019802976,-37.15144679868638,-2691.358509901489,-538.2717019802985,-4,6,-10,6,-5,-1,-1,0,-15.999999999999545,-2.999999999998238,530.1095011310572,4
mixed_endpoint_10184,nearest_early,10184,mixed,endpoint,2e82250e38866045075508d26bac18858bbd3321f775765bb893de11ca5c209c,11,11,7759.742414523771,705.4311285930701,28223.712072618844,10889.649752651476,343,19,11,0,25,,True,4,68,0.8432418999145739,0.900273000006564,314,303,29,1,2035.9999999999995,78.99999999999999,5644.742414523772,1364.3769462756009,8,321,1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,8b11752055b3ffca17fa8ea7f079b035a589fb03f3c5082b5909d5017262d96e,1439.3350705391986,130.84864277629083,6096.67535269598,1219.3350705391995,35,34,1,34,1,4,4,0,207.99999999999955,12.000000000000298,1222.9640941366479,33
mixed_endpoint_10185,nearest_early,10185,mixed,endpoint,bc6268a84c4073c9b8b952a45b59e20ebe20c0f6dd0c38756ee6433eac5cbd26,13,13,7483.41718020852,575.6474754006554,29142.08590104262,11090.686220958538,268,18,13,0,25,,True,3,77,1.2276374000357464,1.29281370001263,230,217,38,8,1574.9999999999986,79.99999999999912,5828.41718020852,1106.2974979364662,5,235,-3.637978807091713e-12,True,943.0121947375768,17.74943008678929,a91a4169a6bcc541835c0d820202470c01fdf74ad85bcb5a91daf192bd38a1cb,1065.3594869695198,81.95072976688607,4331.797434847624,866.3594869695198,33,20,13,20,7,2,2,0,192.99999999999977,5.999999999998266,572.9485943748623,28
mixed_endpoint_10186,nearest_early,10186,mixed,endpoint,1d582d151e4dc54fe9d87eb1b1604b25a1a4489fa8ad3944941a81fcbd400db1,16,16,6513.841270428509,407.1150794017818,25539.20635214255,13918.392263244948,220,24,16,0,19,,True,8,74,1.1630213000171352,1.2213925999822095,180,164,40,7,1302.0000000000011,103.9999999999998,5107.841270428508,0.0,8,202,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,399fcadd257b9f766a246763862046845e47d331a85eb0fef2929792638623d8,229.33034236312687,14.33314639769543,1041.651711815637,208.33034236312596,1,11,-10,11,2,3,3,0,12.000000000001592,8.99999999999936,0.0,7
mixed_endpoint_10187,nearest_early,10187,mixed,endpoint,0f1d91c0091116ec33e940ea8673670953040e27f5842f331d3abfa60da3bbe0,12,12,7107.504101143132,592.2920084285944,26797.520505715667,7340.663997653555,284,14,12,0,25,,True,7,60,1.1184705999330615,1.185979399975622,255,243,29,3,1681.9999999999998,65.99999999999926,5359.504101143134,1852.0994440313889,2,262,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,261f0ff0c6c58e75646cee79d61ea3913e6898b5ab88aade4fb0eb70e057203f,261.42113696397246,21.785094746997743,2627.1056848198677,525.4211369639725,-44,-34,-10,-34,-4,-2,-2,0,-257.9999999999998,-6.000000000000412,1577.2734901115991,-38
mixed_endpoint_10188,nearest_early,10188,mixed,endpoint,ead034d49aeb82d840d779d2ed542402bcd2cb4ccc96d30a04f1ee5150da1fa6,12,12,7422.05675313244,618.5047294277034,27695.2837656622,10114.46618149147,305,17,12,0,25,,True,6,63,0.8704034999536816,0.92598500000895,277,265,28,3,1807.999999999999,75.00000000000095,5539.0567531324405,1568.4368600518092,5,283,9.094947017729282e-13,True,943.0121947375768,17.74943008678929,2f66053a7d663da59ed28217a8e77ed331cbc03c2eb822327da7641d1e9d158f,264.4422819528745,22.03685682940636,1652.211409764368,330.4422819528754,-10,-7,-3,-7,-2,-2,-2,0,-60.000000000000455,-6.000000000000384,1369.4100378011199,-10
mixed_endpoint_10189,nearest_early,10189,mixed,endpoint,13a71d7275dbf99cab0c811892f6c41193b2497b13d10776b053e8ec77e879c7,12,12,7459.323694653042,621.6103078877535,28351.618473265225,11676.365029377775,289,19,12,0,25,,True,7,74,1.366522399999667,1.4451163999910932,251,239,38,3,1707.999999999999,80.99999999999952,5670.323694653042,1720.796899721573,7,263,-2.7284841053187847e-12,True,943.0121947375768,17.74943008678929,222b281eb9c000ea3177168e29df8663d88dd5b259c1408c395c5f4b053b942b,443.92960095990566,36.99413341332547,2449.6480047995465,489.9296009599084,-9,-4,-5,-4,-6,0,0,0,-46.00000000000182,-7.815970093361102e-13,1720.796899721573,-1
mixed_endpoint_10190,nearest_early,10190,mixed,endpoint,4b954b3f2788806f934226b93f9611196e7a185d847801091f2fa917db39f916,13,13,7238.948489339764,556.8421914876742,27424.742446698823,12603.35309884229,283,19,13,0,25,,True,6,71,1.2526630000502337,1.326278900000034,249,236,34,4,1671.000000000001,83.00000000000065,5484.948489339763,728.5359926639285,6,256,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,5241c97410366f13442d9cb966693b6bfa5ad435bdef33ace53b3f101db286b3,550.0200692183735,42.3092360937211,2810.1003460918655,562.0200692183716,-2,-4,2,-4,1,3,3,0,-20.999999999997726,8.999999999999929,577.8221216164748,-11
mixed_endpoint_10191,nearest_early,10191,mixed,endpoint,a8e6fdf8057612f4c2357cf93aa4f4f24f86d41efcfef24f409a5b1938b0b7f5,12,12,7100.970877872384,591.747573156032,26284.85438936192,8558.866991411069,298,21,12,1,25,,True,6,70,1.4174032001756132,1.4870118999970146,265,253,33,2,1756.9999999999995,87.00000000000034,5256.970877872384,1499.566309016609,9,267,9.094947017729282e-13,True,943.0121947375768,17.74943008678929,79a58d15dfd4dc814dc417a20320205c47c3b77df648abd8516afb00968a44c7,-44.9655746166618,-3.7471312180551877,-9.827873083311715,-1.9655746166645258,-9,-10,1,-10,-5,5,5,1,-57.999999999999545,15.000000000001364,1417.7221556918566,-13
mixed_endpoint_10192,nearest_early,10192,mixed,endpoint,981b1c66e4a4471703063a5751f0bf7fd344805eb9d191b08efc97cd1c730cb8,14,14,7334.394066054113,523.8852904324366,28566.97033027056,11674.582688398852,259,23,14,0,25,,True,10,83,1.4926106998173054,1.5750791000027675,213,199,46,1,1524.000000000001,96.9999999999996,5713.394066054113,938.013624334747,9,229,1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,2a82eb326e90ac3968f8f09a1d8f20f53074f5e25f5a59125f8e265ba89bf205,53.26646667331261,3.8047476195222316,-288.66766663344606,-57.7335333266883,19,18,1,18,-5,-1,-1,0,114.00000000000091,-3.000000000000142,-342.4894416094121,19
mixed_endpoint_10193,nearest_early,10193,mixed,endpoint,66d9a6fe5f91d94802e6e230d48cbddc00d0c7a1d36816b35b942ee07a27ad5d,11,11,7245.477936488696,658.6798124080633,25362.38968244348,10841.662186067831,355,14,11,0,25,,True,8,62,0.989887000003364,1.075540899997577,323,312,32,5,2109.000000000002,64.00000000000031,5072.477936488695,766.0325249971174,3,334,9.094947017729282e-13,True,943.0121947375768,17.74943008678929,425ec9a05747f58c45206197d430c2b5d032721cd4cb1239f7d7c42f65e0a814,-79.51641295952777,-7.228764814502483,-437.58206479763976,-87.5164129595305,1,8,-7,8,-2,-2,-2,0,14.000000000002274,-5.999999999999872,539.2146328501922,9
mixed_endpoint_10194,nearest_early,10194,mixed,endpoint,5da60f2c5315995cd68d2fdadae2cd4629c7e385da5b21d05cc8037e9cebeb10,12,12,6768.185376733004,564.0154480610837,23685.92688366502,10613.09394859199,330,17,12,0,25,,True,5,64,0.8410774000221863,0.8943081999896094,302,290,28,1,1956.0,75.00000000000054,4737.185376733004,150.62687029142216,5,306,0.0,True,943.0121947375768,17.74943008678929,1045342d407284ff6d8d68845e45fa5ae5441ed13dbac683d38693c05711b400,78.70868019832596,6.55905668319383,563.5434009916353,112.70868019832687,-8,0,-8,0,-1,3,3,0,-43.00000000000091,9.000000000000128,-0.002524796781472105,-3
mixed_endpoint_10195,nearest_early,10195,mixed,endpoint,6ed9687e7eb5fbbef13665ee6400b69e29a771ea7ec18ce0b6096a5e728f1166,11,11,6862.53890686448,623.8671733513164,23327.6945343224,10313.32681171475,358,16,11,0,25,,True,8,62,1.1591749000363052,1.2536586000060197,328,317,30,2,2126.999999999998,70.00000000000124,4665.53890686448,520.332674322045,5,337,0.0,True,943.0121947375768,17.74943008678929,e6aadf6ea3adcab507e776d9623e47d6600e7f8db4f1a99663b4b350a15830c5,-294.68041675197037,-26.789128795633587,-2458.4020837598437,-491.68041675197037,32,33,-1,33,-1,2,2,0,190.99999999999818,6.000000000001208,143.0150821770303,31
mixed_endpoint_10196,nearest_early,10196,mixed,endpoint,776d5d3dd9aaca3f3356ccf57771bac4e473a508db96f510ae337fb52c8e6ef3,14,14,7049.598091843463,503.5427208459616,27007.990459217315,12115.060921301903,264,19,14,0,25,,True,8,69,1.0042979002173524,1.075122599984752,230,216,34,6,1562.9999999999995,85.0000000000007,5401.598091843463,868.7081088202822,5,243,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,3400d25a1dad4979d6398078df3bd2287b0ee10a49346022617d868fcb82fb62,211.2751078258898,15.09107913042061,1131.3755391294435,226.2751078258898,-3,0,-3,0,-1,0,0,0,-14.999999999999545,6.679101716144942e-13,591.9990717686542,0
mixed_endpoint_10197,nearest_early,10197,mixed,endpoint,fc448e84b3e7ed7c18799fa7882491eecac1069b3257a01c22875a5d84fca89e,10,10,6522.604642744701,652.2604642744701,23218.023213723507,5562.847797076447,307,14,10,0,25,,True,4,57,0.4963789001049008,0.5439667999744415,284,274,23,1,1816.9999999999995,62.00000000000014,4643.604642744702,2237.939479828927,4,282,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,26d3f62912a081bfae662731c856df54e6139589eaafcbfeb96fc6e55d710ec3,124.29112984393669,12.429112984393669,891.4556492196825,178.29112984393578,-10,-9,-1,-9,0,2,2,0,-60.000000000000455,6.000000000000078,1039.0298958549538,-10
mixed_endpoint_10198,nearest_early,10198,mixed,endpoint,3160fff0edbecdee640633a65db4d2a0f4bd0ed64ec25638ee0df2fdd13bd24a,11,11,7402.908656463972,672.9916960421792,27249.543282319857,10576.571715065558,319,12,11,0,25,,True,5,54,1.0248815999366343,1.1064578000223264,296,285,23,0,1895.0,58.00000000000023,5449.908656463972,434.1427435376718,1,300,9.094947017729282e-13,True,943.0121947375768,17.74943008678929,60a1ddd505cb3fc22893897be88fbdbe3cdbf1d20325d1c2bbb2af8c753ef858,520.8624299540188,47.35112999581986,2359.312149770096,471.8624299540188,10,15,-5,15,-1,-3,-3,0,58.000000000000455,-9.000000000000185,105.8547783386739,8
mixed_endpoint_10199,nearest_early,10199,mixed,endpoint,444fe665a46c19f298773633c30075bbf01e3555586e8ae0d4636fad0ee51a3b,13,13,6877.864842129722,529.0665263176709,25519.324210648603,11287.036483109723,288,15,13,0,25,,True,9,64,1.2758051000128037,1.3784941000049002,254,241,34,2,1703.0000000000014,70.99999999999916,5103.86484212972,218.92329173261987,2,263,1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,4bc8ed6fdcc4db743ee7c09922cee7c05ff5dfa004d298cc19177acfd195ee4f,-254.18917395075187,-19.55301338082711,-2030.9458697537666,-406.1891739507546,26,31,-5,31,-2,-4,-4,0,164.00000000000114,-12.000000000000739,129.07040415298798,34
directional_endpoint_10000,nearest_early,10000,directional,endpoint,244a7036d875797877f4f07eb54d626dd97257c884ff0ddfe8cd9580b7268d1f,11,11,6891.692674300519,626.5175158455017,23928.4633715026,7566.591666822581,342,18,11,0,25,,True,3,65,1.0769820001733024,1.1634921999939252,316,305,26,3,2030.0,76.00000000000013,4785.692674300518,685.6869348838427,7,320,0.0,True,943.0121947375768,17.74943008678929,78b12a055dd6a825f790f96f0bd0fc43699e36f56e29655ab61cfbba3a43d8dc,65.84049274267272,5.9854993402429955,154.20246371336907,30.840492742669994,4,7,-3,7,0,1,1,0,32.0,3.0000000000001705,685.6869348838427,12
directional_endpoint_10001,nearest_early,10001,directional,endpoint,d468e74f3d2ad19efb76afa2e185b5c3cb88d9c1afbf2950c8f6f51c0fd4c0ed,13,13,7299.665440946112,561.5127262266241,27213.32720473056,9329.160148537316,300,18,13,0,25,,True,3,68,1.0766823001031298,1.1467076999833807,271,258,29,5,1776.9999999999989,80.00000000000034,5442.665440946113,373.2251555506855,5,277,0.0,True,943.0121947375768,17.74943008678929,33ea1a6af8d8a808a02afdf413e57fc2da425ac8a1a34c3183d65bef4ecdd573,378.872768175861,29.144059090450924,1839.3638408793086,367.8727681758628,2,-3,5,-3,5,0,0,0,10.99999999999909,7.958078640513122e-13,0.0,1
directional_endpoint_10002,nearest_early,10002,directional,endpoint,e915292bd0a44b55dcaf2d92e7f517df2cf091235d7f26d9e330f0f5afe9e6c4,16,16,7006.165876479273,437.88536727995455,26780.82938239637,15173.214604887498,261,27,16,0,22,,True,11,90,1.8551801000430717,1.9570615999982688,208,192,53,8,1537.0,113.0,5356.165876479272,0.0,11,232,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,c3a64bed3f14a38ee7a90db184f6646f6939e6ff88c10f071144621b6dad2513,-548.5626414062426,-34.285165087890164,-3337.813207031202,-667.5626414062435,16,25,-9,25,-3,2,2,0,112.99999999999886,6.000000000000043,0.0,33
directional_endpoint_10003,nearest_early,10003,directional,endpoint,812a2568e8940b845f134f4c7609cb4ef859ee7a8a2fcefb98ca70faef16c4d1,12,12,7213.368247299597,601.1140206082997,25031.841236497992,10419.585471363487,359,17,12,0,25,,True,4,67,1.1528853999916464,1.248170399980154,329,317,30,6,2131.9999999999977,74.99999999999915,5006.368247299598,0.0,5,337,-1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,3ffdbc5fab9e73994b8c516314c920d46f00439c7625750f50e269b16f8d4b26,329.32440577560374,27.44370048130031,1566.6220288780205,313.3244057756028,2,0,2,0,3,2,2,0,9.999999999999545,5.999999999999105,0.0,0
directional_endpoint_10004,nearest_early,10004,directional,endpoint,f94dad26e37208d1a8a778485361c1799823c73686125d1863bce15b67fbd21d,12,12,7036.477326736721,586.3731105613934,26022.3866336836,9285.962500914948,296,19,12,0,25,,True,4,65,1.161155400070129,1.242283600004157,270,258,26,1,1751.0,81.00000000000068,5204.477326736718,1414.1273061543425,7,271,1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,d99935a65bd932bc084838f297d7d2b7971718baa980d6c4eeade9e95a54d51f,-291.24232374259645,-24.270193645216295,-916.2116187130014,-183.2423237426001,-22,-5,-17,-5,-5,3,3,0,-116.99999999999841,8.999999999999659,1271.180986430345,-7
directional_endpoint_10005,nearest_early,10005,directional,endpoint,05a04b505d798ad7e96b3bd4566eb46e42cf3d7b15a032b9cd1e99aae5e5deaa,12,12,7763.624831146773,646.9687359288978,29503.124155733854,14150.307460743448,304,17,12,0,25,,True,3,79,1.2119071000488475,1.2798788000072818,263,251,41,8,1788.0000000000011,75.00000000000013,5900.6248311467725,569.3264060865113,5,268,1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,037511d856eaa8499da197e048d788ac99d37ef8ccfa0920dfa0729501c5206d,384.0014610920998,32.00012175767495,1500.0073054604945,300.0014610920989,13,10,3,10,0,4,4,0,72.0,11.999999999999616,344.1177124663127,7
directional_endpoint_10006,nearest_early,10006,directional,endpoint,9bd9d911fe8449a62d654bad42b8367bf8348eb63de90560345075ea167f3e0e,12,12,8021.676909272161,668.4730757726801,28688.384546360776,10078.255648792932,373,18,12,0,25,,True,5,71,1.1420037998759651,1.225790900003631,339,327,34,6,2206.0000000000027,78.00000000000149,5737.676909272157,1165.2485687991466,6,341,5.4569682106375694e-12,True,943.0121947375768,17.74943008678929,fbbe21a3e6635ee20b0d74100e1b74fe49c4e34544c0411cbbb50e2894020ec1,779.1703869969033,64.93086558307527,4075.8519349844973,815.1703869969006,-7,-8,1,-8,1,2,2,0,-41.99999999999818,6.000000000001066,1165.2485687991466,-7
directional_endpoint_10007,nearest_early,10007,directional,endpoint,9d49ce410b629e95ee99f504adafb00fda25ce319a0fd1161e51cbdd0434ad03,11,11,7071.414342047086,642.8558492770079,25502.07171023544,8307.38517721849,320,17,11,0,25,,True,5,64,0.9613184999325312,1.0257649999985006,292,281,28,0,1898.000000000001,72.99999999999984,5100.414342047086,386.999512875439,6,298,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,ddc36512e484eaafff6ba2491fd3822009780ce38911080cf8ff8ad180fc448b,220.71034670049903,20.06457697277267,1723.5517335024924,344.7103467004981,-23,-17,-6,-17,-3,2,2,0,-129.99999999999864,6.000000000001009,-1008.9111058008393,-15
directional_endpoint_10008,nearest_early,10008,directional,endpoint,35eb23768f42766cc7da527a3434322b49a4f5eb18e7d8bf12d0581a8a95bcd8,13,13,7984.986628291691,614.2297406378224,29814.933141458467,11173.730009760206,327,21,13,0,25,,True,4,80,1.2707887999422385,1.3581816000223623,288,275,39,8,1932.9999999999975,88.99999999999888,5962.986628291695,259.7179493345129,8,298,-2.7284841053187847e-12,True,943.0121947375768,17.74943008678929,95ae5034889c409e4955af6c36460938b33a8f0fc7028a96d101ee90a7b074e8,487.1854748422202,37.475805757093894,3185.9273742110963,637.185474842222,-26,-29,3,-29,2,3,3,0,-159.00000000000205,8.99999999999909,-213.51334426023277,-29
directional_endpoint_10009,nearest_early,10009,directional,endpoint,8fe9594b6148f0aa9a06e8b286568522ea7c3b9d56d14dac5c1ce2ad117ba09f,15,15,7018.846887022824,467.9231258015216,26339.23443511412,12366.492232600873,280,21,15,0,25,,True,10,74,1.6127733000612352,1.7121733000094537,241,226,39,10,1657.9999999999995,93.00000000000024,5267.846887022825,0.0,6,258,9.094947017729282e-13,True,943.0121947375768,17.74943008678929,ac150bcf8b70ce9401c64bd8145e060916c191afdd93c4344ed37948571908c3,321.96377922079955,21.46425194805329,1759.8188961039996,351.96377922080137,-5,-11,6,-11,6,1,1,0,-33.000000000002274,3.0000000000015774,0.0,-8
