scene_id,variant,seed,source_kind,error_mode,scenario_sha256,N,K,T,T_over_K,move_m,localization_move,n_measure,n_clear,n_clear_ok,n_optical_fallback,n_cover_visited,failure,all_certified,n_probe,n_replan,planner_wall_s,wall_s,discovery_measure,discovery_no_signal,refine_measure,refine_no_signal,measure_s,clear_s,movement_s,after_last_clear_s,failed_clears,switches,accounting_residual_s,full_success,certificate_max_distance_m,certificate_hull_margin_m,event_sha256,delta_T,delta_T_over_K,delta_move_m,delta_movement_s,delta_n_measure,delta_discovery_measure,delta_refine_measure,delta_discovery_no_signal,delta_refine_no_signal,delta_failed_clears,delta_n_clear,delta_n_optical_fallback,delta_measure_s,delta_clear_s,delta_after_last_clear_s,delta_switches
mixed_endpoint_10000,baseline,10000,mixed,endpoint,ea32df438d254b96f1f422344eb32ad37b2991e070fba32fb105c0e1bd9186ec,11,11,6668.629132993378,606.2390120903071,23918.14566496689,8814.376126601497,308,13,11,0,25,,True,6,54,0.7565734001400415,0.8081360999785829,285,274,23,1,1823.9999999999995,60.999999999999744,4783.629132993378,953.538801216504,2,284,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,57ff3beaca8f8ccfeb830b368a9dac93c21810b6f25c86b334184052b71c5373,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10001,baseline,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,6534.69420533647,502.6687850258823,23078.471026682342,8361.581092561684,311,16,13,0,25,,True,5,63,1.1197826999414249,1.176448199985316,283,270,28,1,1845.000000000001,74.00000000000027,4615.694205336469,426.665006451487,3,290,1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,39df31a6be81a560d85628971a6c7153ddcb41c7cd62ea3590c06492cfb21e17,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10002,baseline,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,6180.4778390450365,386.2798649403148,25157.38919522516,17369.262728087888,179,23,16,0,18,,True,5,79,2.05175949994009,2.117315699986648,135,119,44,1,1048.0000000000016,101.00000000000072,5031.477839045033,0.0,7,153,4.547473508864641e-12,True,943.0121947375768,17.74943008678929,560f929c3d984fd94604dea0411acee4c63fc354b5da101a565032a774791056,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10003,baseline,10003,mixed,endpoint,9486a8518f51ff5319dcff5021f5cc138f1fee7c8a6d384273d068cb85e3783b,12,12,6865.88993294661,572.1574944122175,23424.449664733063,9659.55156639848,356,14,12,0,25,,True,3,62,1.132372999796644,1.2073383000097238,329,317,27,2,2114.999999999998,65.99999999999957,4684.889932946612,0.0,2,335,-2.7284841053187847e-12,True,943.0121947375768,17.74943008678929,680ad0a1b3a999de45dcde2931353d4d9275f7d20f70d8096736fcb3c769f561,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10004,baseline,10004,mixed,endpoint,d703cb3832cdc5da7124f9bb8c889d985095d8ed399cea10a96c94549e7c5206,12,12,7276.256727732659,606.354727311055,26926.28363866329,9060.874845923672,307,17,12,0,25,,True,5,72,1.7658811998844612,1.845986800006358,271,259,36,9,1816.000000000001,75.00000000000055,5385.256727732658,1192.7418423308436,5,281,9.094947017729282e-13,True,943.0121947375768,17.74943008678929,2bab5700dd7afed9ecc53535f58abc8de6b2ff0e8ad8d77481a4d924d2926cd2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10005,baseline,10005,mixed,endpoint,10c6a0359da956604e43aa0b632e5a02ac8fad495f02a8199848e343ec68f69b,12,12,6652.920956401801,554.41007970015,24579.604782009013,11092.413741441684,284,12,12,0,25,,True,11,65,1.510875600069994,1.592396699998062,244,232,40,8,1677.0000000000002,60.00000000000027,4915.920956401801,130.50702009723682,0,257,-1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,c388dc344cf1c51f56eb51e710a86c5305bece849a210a6060a3e23915bbff5e,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10006,baseline,10006,mixed,endpoint,1f1a91b9bc11f184d43bc9841d572dd1fa04ffd59b23bd5b130a15f5e56b405c,12,12,6685.040321788209,557.0866934823508,24475.20160894105,8662.240788000478,291,16,12,0,25,,True,6,66,1.6476875999942422,1.7345725999912247,259,247,32,6,1718.0000000000005,71.99999999999872,4895.040321788209,0.0,4,263,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,1602291fc605ce839795f1dd47e5fdb01fa01f15440b2d4e97ea7eb09c12f711,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10007,baseline,10007,mixed,endpoint,42bcbcc5f040704d359290c66360df320605ee439d1ae14486d0c23d4318a98f,11,11,6436.465731187496,585.1332482897724,22442.32865593748,7677.511200316919,318,14,11,0,25,,True,8,61,1.2711888000485487,1.34705959999701,287,276,31,2,1883.9999999999995,64.0000000000004,4488.465731187497,913.7322135946616,3,294,0.0,True,943.0121947375768,17.74943008678929,bc07f5c8d0935a90dea15c8f6d3e4b09180ea16004b6efdf1f16adbc85cd0d57,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10008,baseline,10008,mixed,endpoint,0ec0dc5ea2c790177d6b746c393bc253a8b7a1cd4d7bd927905dd000c5b8e8a5,13,13,7369.535373070557,566.8873363900428,26337.67686535278,9986.09137946291,340,19,13,0,25,,True,7,72,1.8249444999091795,1.9327828999958,304,291,36,4,2019.0,83.00000000000033,5267.5353730705565,795.1495161561561,6,319,1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,23df88bf71e33ad81c1e8ce87a1b6a7b607678b5bb6e20d09750ab3da0dc851d,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10009,baseline,10009,mixed,endpoint,5b35645a3622adac239efddf4f5cc5bc20f7586b1f36c59c311a6b00b03fb6f0,15,15,7289.428193868826,485.9618795912551,27732.14096934414,12635.352714459952,281,21,15,0,25,,True,6,84,2.187517700076569,2.276412400009576,236,221,45,4,1650.0000000000005,92.99999999999967,5546.428193868826,91.229526925933,6,245,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,d3c8034a30c97f3b6c7548f012ecb04b73371a0844f0b5da648e06adda5a9179,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10010,baseline,10010,mixed,endpoint,7e9619b65b2ef6de7956758e3c7a247efa5597fa52306945acef90b88d5a9d6d,14,14,6700.062461409271,478.5758901006622,24555.312307046355,11088.567577100574,287,19,14,0,25,,True,9,65,1.572296699974686,1.6472117999801412,256,242,31,3,1704.0000000000014,84.99999999999984,4911.062461409269,0.0,5,269,0.0,True,943.0121947375768,17.74943008678929,aa3eb3618f4502ad40e392f46d1f177ca6ee8c375b4454ddf9c317104fb7d1d4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10011,baseline,10011,mixed,endpoint,39534f0a263769db397ebd85972ee21ca91dd01983c5086637deba4f493744ed,15,15,7301.634340751184,486.7756227167456,28133.171703755925,13511.048538987568,268,22,15,0,25,,True,10,84,1.848763299989514,1.92863340000622,220,205,48,4,1578.9999999999998,95.99999999999804,5626.634340751186,0.0,7,239,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,0a7cea2ba951d01f6df28231efb3d5abe31e4b10e598e260c823e0f6c06e9cc7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10012,baseline,10012,mixed,endpoint,cdfaf9c359701f7868a3db7dc8d61970c9877b8e6f08b2ce55de2a2cac31200a,13,13,6774.50204006997,521.1155415438438,25677.51020034985,8563.066105191587,264,17,13,0,25,,True,8,63,1.022575099923415,1.071565299993381,234,221,30,4,1562.0000000000002,77.0000000000003,5135.502040069969,1305.1522904604562,4,242,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,7e258ea92e9ecf7ab1d729844b9c285f0a9de309ed5e7ff31f979feb3b8bfd11,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10013,baseline,10013,mixed,endpoint,f73eff87e2216e2ce04356068680a475f67b7f991a786e6672f2429ccadda9a7,13,13,6824.436119417722,524.9566245705939,26042.180597088613,11011.264972620476,262,16,13,0,25,,True,3,70,1.156427700043423,1.2016699999803675,229,216,33,3,1542.000000000001,73.99999999999915,5208.436119417722,128.09744748036428,3,232,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,9c49eaccb692f17efe6ed2c52bdd37da94bf490e73d903000d1ae9b9c124f050,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10014,baseline,10014,mixed,endpoint,6995363ba18b7f99ffb9e39d94af323f5d21dd822a25a89c2f66875d8a52050a,11,11,7032.025030396164,639.2750027632876,25650.125151980817,9659.429250262428,308,20,11,1,25,,True,2,74,1.1237912998476531,1.183187000016915,273,262,35,4,1820.0000000000005,81.99999999999973,5130.025030396165,299.9433774617228,9,280,0.0,True,943.0121947375768,17.74943008678929,825f62544125db2deaa822973c39a8a3cf10d49991154516668d6968342556b9,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10015,baseline,10015,mixed,endpoint,737ad3c241acd65ae6cf5a75b5cdcd7474654eb2c9b512d345fe8a125b847d45,16,16,7103.036441263874,443.9397775789921,28075.18220631936,18917.762074294104,233,31,16,2,16,,True,3,89,1.843725799990352,1.9733560000022408,179,163,54,10,1363.0000000000016,125.00000000000082,5615.036441263872,0.0,15,198,1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,0db3d551566014447387d1182871ed035110dcf04a716e59b7579988c17454db,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10016,baseline,10016,mixed,endpoint,21a7f38cd06c5660157d3d6cdd0f8b5e5e6cf1ccfc0bbe4138d284240bb17d27,14,14,7246.4806648119375,517.6057617722812,26497.403324059684,10751.686592228676,316,17,14,0,25,,True,5,66,1.2315160999423824,1.2921352999983355,286,272,30,3,1868.0000000000016,78.99999999999991,5299.480664811937,0.0,3,288,9.094947017729282e-13,True,943.0121947375768,17.74943008678929,237c586689cd87abbf80861ed52bf71c70419325d4366afd0839ddc0e4a63b80,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10017,baseline,10017,mixed,endpoint,068da2c6b2648d6d162ee55acc02868b49a3397f8fdf599e2995ab2042d6b826,16,16,5440.493183063537,340.03082394147106,20332.465915317684,9976.952091915027,218,18,16,0,20,,True,8,60,1.4527169999782927,1.5099212000204716,187,171,31,0,1288.000000000001,85.99999999999946,4066.493183063537,0.0,2,198,0.0,True,943.0121947375768,17.74943008678929,e07ac92f79e18244d52ab2b728458f0fae24fa71a86e1b20dbd0f2b42f586f7a,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10018,baseline,10018,mixed,endpoint,8b92ffae1383e12e99f00c7bfc0a91914bd8ddd6045037ca72382db6864c9d46,14,14,6637.958523898767,474.1398945641976,25309.792619493837,8697.324381283377,253,20,14,0,25,,True,11,71,1.5731493999483064,1.6414384000236169,215,201,38,4,1488.0000000000011,88.0000000000003,5061.958523898768,605.6007648044579,6,223,0.0,True,943.0121947375768,17.74943008678929,6f3df4b21767af84457463d9c283b01b53bf08aa98b5ef7ca2d607d448a62668,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10019,baseline,10019,mixed,endpoint,51510d4d0c0cd0ec1aed224418d652987704308c86a17d858473323747ab2a30,14,14,6412.76370386928,458.05455027637714,24593.81851934641,10521.731651404869,241,17,14,0,25,,True,6,72,1.9012721999606583,1.9713506000116467,204,190,37,5,1414.9999999999989,78.9999999999998,4918.763703869281,462.6560667234244,3,210,-1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,7332db7635f6baaa26db943356714cc37cb4a190b91f3ae016180d2a638bc29e,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10020,baseline,10020,mixed,endpoint,bc58176599e8c5faf445e6f6fde6be6db537b6a4c247895f2ed6680b1aff298e,10,10,6577.505855163991,657.7505855163992,23672.529275819947,7152.733743198316,300,16,10,0,25,,True,9,69,1.6515725000645034,1.7336845999816433,262,252,38,7,1775.0000000000002,68.00000000000134,4734.50585516399,0.0,6,275,1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,0cc2da33ec7022aa8924cedcf8f3062362d3add355e82e6692ad5464d3eff2f8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10021,baseline,10021,mixed,endpoint,4924aea6c3f695a2839b20117dd7a4bb1e221696c5a0763b632807abc12893c4,11,11,6541.688643965838,594.698967633258,23513.4432198292,9242.560180335206,300,12,11,0,25,,True,5,58,1.3334580999508034,1.406508999993093,273,262,27,4,1780.999999999999,57.99999999999971,4702.688643965838,939.0583362601446,1,281,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,ec9c96436bfe4be2a7145caaa7981bb35d490113fb0e0f4b451efde78cb729dd,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10022,baseline,10022,mixed,endpoint,d270535d8316ac9e88e7743d9277336e3df4567eb934063ac63baa63e24e9622,15,15,6725.70977744979,448.380651829986,26428.54888724895,13184.586765016847,229,20,15,0,25,,True,8,79,1.5247784999664873,1.599427300010575,186,171,43,8,1350.000000000001,90.00000000000112,5285.709777449791,431.2668046584658,5,205,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,0e32ad036bc90a906cb908afef3a4953149518fad9c6f0631462fe3985376968,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10023,baseline,10023,mixed,endpoint,7442fc5a2ec12e3f9b49c4c995f121034436be593e21ce41ba0aeadac4b748de,10,10,6881.671903725273,688.1671903725273,24483.359518626377,9559.195044719889,324,15,10,0,25,,True,10,65,1.6751875000772998,1.767665899998974,288,278,36,9,1919.9999999999995,64.99999999999947,4896.671903725273,508.5486164400036,5,300,-1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,ee48684d212cf5dd4238e0b3827f5d7ee38e9c88a717b0466a8780f51620e4c5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10024,baseline,10024,mixed,endpoint,0f6022c0031d46e9ee405c0661b3f1233ad5865c7bb4787eab5b1c6ee3f16450,13,13,6620.3882249898825,509.2606326915294,24861.941124949422,10076.842337325788,265,18,13,0,25,,True,5,69,1.2511935002403334,1.3119600000209175,233,220,32,2,1568.0000000000002,79.99999999999982,4972.388224989884,192.7139618507072,5,243,-1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,2b3d6e73ca6675b4140092b7cebf110c24fefb77e65ae418173c5d723c082025,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10025,baseline,10025,mixed,endpoint,e2e0a210acbb09faebf8b68fbeb9bffb4d724ab889a9e1d6a641fb9325d95bfa,13,13,6673.135936521285,513.3181489631758,25175.67968260642,10037.195461835334,264,18,13,0,25,,True,5,68,1.4846585999184754,1.551538600004278,233,220,31,2,1558.0000000000002,79.99999999999999,5035.135936521285,737.908082376498,5,238,9.094947017729282e-13,True,943.0121947375768,17.74943008678929,98b0f2088afa7c128b894ef63d936f70f32cd8dccd13170b78321b76921ed24c,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10026,baseline,10026,mixed,endpoint,746929556cf0c32714c14c1d2bf0f2926e045084d963623cdf9221712cb31000,14,14,6800.249515060183,485.7321082185845,25461.247575300917,10883.622544775164,274,23,14,0,25,,True,9,82,1.6828699000179768,1.7415616999787744,230,216,44,4,1610.9999999999982,97.00000000000068,5092.249515060183,952.0235512247908,9,241,0.0,True,943.0121947375768,17.74943008678929,25ae0b7ca1947670b2eab5823af3f9cd373f4d927f3eaa5b7dfbbe445d7d46e3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10027,baseline,10027,mixed,endpoint,f32d300fb15bbf07d43370a289f98352871d5f0a379ab1c027ce60000f3420dd,10,10,7274.254863309763,727.4254863309764,26356.274316548832,9946.487505344005,328,15,10,0,25,,True,3,67,0.8222033000201918,0.8779068000148982,297,287,31,6,1937.9999999999984,64.99999999999864,5271.254863309765,0.0,5,298,-3.637978807091713e-12,True,943.0121947375768,17.74943008678929,0a2d4baffd2bc3a1ffe1b2391332e59d22877c027609d1b9fc03fec71e5dfa82,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10028,baseline,10028,mixed,endpoint,c4e966582a196dcd972bc8faf44315ece4d8ffb817e32b6b276798e7069d416c,11,11,6933.240609456414,630.294600859674,25326.20304728207,11807.64090099536,304,16,11,0,25,,True,5,70,1.4370363000489306,1.508391000010306,269,258,35,2,1797.9999999999995,69.99999999999979,5065.240609456415,137.04564497862975,5,278,0.0,True,943.0121947375768,17.74943008678929,03208e40ff515f1439e6172df2759a2b2d7962f582551f22c8d908b462edb971,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10029,baseline,10029,mixed,endpoint,b14ac331807f3abe643389a45754075e2a93d95a0fddf631a89f3c599611541a,10,10,7468.513113139591,746.8513113139591,26922.565565697965,10590.043314365266,339,19,10,0,25,,True,3,68,1.1596317001385614,1.2193569000228308,311,301,28,4,2006.9999999999995,76.9999999999991,5384.513113139592,1069.2054632937516,9,312,-1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,bc5a3d06fea9aeb91d000057056262aac68631c261dbbd19a0f7a98bc0d4f128,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10030,baseline,10030,mixed,endpoint,fa3f02b8720ff223dbeceb974610bce7dd436455586b670942903d58b1efaeb5,11,11,7349.076396098022,668.0978541907293,27370.381980490103,11823.85693455684,306,17,11,0,25,,True,6,75,1.4073822000063956,1.4710855000012089,266,255,40,7,1801.9999999999995,73.00000000000087,5474.076396098021,1474.1439618475351,6,272,1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,5727f93d49ab999029661370bccf093d042da374de405a0f555444397895ee96,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10031,baseline,10031,mixed,endpoint,6ad3345f06ecdfda2d972a3046cb05defa753795636583752cdc48405b9d6463,11,11,7089.717258259717,644.5197507508833,25263.586291298605,10601.319157202974,333,15,11,0,25,,True,7,67,1.0643739000952337,1.1200849000015296,298,287,35,4,1969.9999999999975,66.99999999999882,5052.717258259718,0.0,4,305,-4.547473508864641e-12,True,943.0121947375768,17.74943008678929,637c794c23a7f7dadcb8d69f438fefdab74c0c20e1e20bab9ed4563f454a7f1f,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10032,baseline,10032,mixed,endpoint,d5be0b11da5b5b8b1489741ca52786d14f2de90a25159e68f84b80c6b25d2627,15,15,6103.522433678322,406.9014955785548,24182.612168391606,9628.292319073493,201,19,15,0,25,,True,13,69,1.384650699881604,1.435324899997795,162,147,39,2,1180.0,87.00000000000036,4836.522433678322,231.34272546547527,4,175,9.094947017729282e-13,True,943.0121947375768,17.74943008678929,1f9eb92ceb105017363dd0348c448b4ff4752e0f87b62c42c3cd4dac3c59ad8e,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10033,baseline,10033,mixed,endpoint,0a1d4929c88e5fa7c3175b497b356e8d1dd2b719ddb44f1be94cd3b1c6306851,15,15,7226.235522792578,481.7490348528385,27681.17761396291,13526.038751562965,272,20,15,0,25,,True,6,83,1.7245851000770926,1.8009813999815378,227,212,45,9,1599.9999999999986,89.99999999999915,5536.235522792581,72.64425420398675,5,240,-3.637978807091713e-12,True,943.0121947375768,17.74943008678929,e3dd46b7693be90d573f2a20ed9dbdd2fcc8d041bd065f4c952f5e18351f8f83,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10034,baseline,10034,mixed,endpoint,7fb4fe0f76e267385702a9cfdad00faf3392cc61fa51a0fc8a09754ef3078bc1,15,15,6951.753915903959,463.4502610602639,26788.769579519794,11231.552196651097,254,21,15,0,25,,True,12,72,1.5497126000118442,1.620987500005867,215,200,39,3,1501.0000000000005,93.0000000000004,5357.753915903957,0.0,6,231,0.0,True,943.0121947375768,17.74943008678929,076f62f3c0c5afffba9c515e5fde821ae60b664883707f8e3863b261574bbf26,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10035,baseline,10035,mixed,endpoint,298eb77fef32a5b640e499af65d62815ce19b6cb7132dd7e28efe257b36f9bb0,13,13,6404.264584645428,492.6357372804175,23966.322923227137,8332.183908078348,260,17,13,0,25,,True,11,62,1.2793486001319252,1.3390162000141572,228,215,32,6,1533.9999999999998,76.99999999999957,4793.264584645429,784.5682923569748,4,234,9.094947017729282e-13,True,943.0121947375768,17.74943008678929,6122171089cc6e4c8cc5f22646054bd2b4584522b421724931a4bfd44ad0e06f,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10036,baseline,10036,mixed,endpoint,dcddec56bbb6e0e99c14f9d224c2b7d1ba13a4a3c55bd8b4e925f78905e30741,14,14,6973.019450216091,498.072817872578,26790.097251080453,10132.41065424885,259,19,14,0,25,,True,11,67,1.5594077002024278,1.630913100001635,224,210,35,4,1529.999999999999,85.00000000000055,5358.019450216092,267.1170238902532,5,235,9.094947017729282e-13,True,943.0121947375768,17.74943008678929,e24283b9d57743c6870a4feb4de8c83b8df6424d705f0c21ef07e0dcbef34341,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10037,baseline,10037,mixed,endpoint,cb3949cadb97c3db9cce0eff2ec85b76665bd6612e8dfa7dc327408b2192b29e,10,10,6792.419872194257,679.2419872194257,23982.09936097128,8383.425651944233,326,17,10,0,25,,True,10,68,1.2892985999933444,1.3562251000257677,289,279,37,2,1924.9999999999984,71.00000000000087,4796.419872194258,160.70529021838956,7,295,9.094947017729282e-13,True,943.0121947375768,17.74943008678929,3f0b711a2a286929791cde2ab296022a3e18e1e01d3a42c7d80306d57b1e8166,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10038,baseline,10038,mixed,endpoint,010039dc015ece84daf781aa8f0c940e62e8a27a9042546efcab3beb568b2f23,13,13,6817.49607751868,524.4227751937447,24532.480387593405,10473.729372272915,309,20,13,0,25,,True,7,69,1.2576098000863567,1.3208004999905825,277,264,32,2,1824.999999999999,86.00000000000051,4906.49607751868,107.97619486806616,7,280,-9.094947017729282e-13,True,943.0121947375768,17.74943008678929,daabc994a68230d5e66047c2a0be6f7e4fbb53758f34e2f1de17f2bcf179fc49,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10039,baseline,10039,mixed,endpoint,55f1afb8df65796ced166e6e954e0559a1f640e6cf4e09a51962e46137b928c7,12,12,7230.614242601309,602.5511868834425,26738.071213006537,10510.925108450034,305,17,12,0,25,,True,9,63,1.0929320000577718,1.1512907999858726,274,262,31,0,1808.000000000001,74.99999999999919,5347.614242601308,0.0,5,283,1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,e485dfd90cb634c2482570c89991eee04f89123e9ef5d7157ce12bbd45a46f74,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10040,baseline,10040,mixed,endpoint,bec52c7e1a18b6382913a44a069cf65f4d95a5c70a1e1bbbe8218a7fcb83e1a1,11,11,6977.358696572399,634.3053360520363,24081.793482862005,8855.607432973791,353,16,11,0,25,,True,9,69,1.647858600015752,1.7426050000067337,315,304,38,3,2090.999999999999,69.99999999999962,4816.3586965724,0.0,5,326,-1.8189894035458565e-12,True,943.0121947375768,17.74943008678929,b0842bc97cc97d92b0e8a50d97869368edabe69afb79efa83172743cd27319cd,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10041,baseline,10041,mixed,endpoint,82f19cf80419e89176702b2064502ff548986b2178e4eff32ae418c47ce14e0c,13,13,6882.185390520713,529.398876193901,25955.92695260356,9324.653170195075,274,17,13,0,25,,True,6,73,1.713255900045624,1.7836771000002043,236,223,38,0,1614.0000000000005,76.9999999999999,5191.185390520713,122.2538810055039,4,244,9.094947017729282e-13,True,943.0121947375768,17.74943008678929,5ef85705a58f1a3c26ea4c11185c2833036c049b7b99ea83f107674acadd8d11,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10042,baseline,10042,mixed,endpoint,51a3566cf2066ce10c41f90dead6def93f59f16bc26f50b1b3c430d9508c19ac,14,14,6110.933948681318,436.4952820486656,22989.66974340659,8931.74367150131,243,17,14,0,25,,True,8,68,1.470571200014092,1.532846599991899,208,194,35,1,1434.0000000000002,78.99999999999966,4597.933948681319,462.7189686816155,3,219,0.0,True,943.0121947375768,17.74943008678929,ba48afa3e5fe29d06693011550fc7d2a96018305eee28374a4347726a1f98d58,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10043,baseline,10043,mixed,endpoint,2870fd406cf01ec6a23caceb9b98a3b1c1967f86aa3e1382d41edc7305baadb1,13,13,6995.423078069602,538.1094675438155,25672.11539034799,11466.117525527294,300,19,13,0,25,,True,9,76,1.415937500016298,1.4732095000217669,258,245,42,3,1778.0000000000014,83.00000000000131,5134.4230780696,288.4682098798221,6,278,3.637978807091713e-12,True,943.0121947375768,17.74943008678929,9059b5c456502b8cac733f34ec2094b6fffb2c027c4237706828d61ff5e6bed7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mixed_endpoint_10044,baseline,10044,mixed,endpoint,e26980655533680a3337ea95f00c78f721a6b92597922252713fd7315f498d17,10,10,6843.720526385462,684.3720526385462,24068.602631927308,8776.863932899681,333,13,10,0,25,,True,5,60,0.8751739998697303,0.9329334999783896,305,295,28,2,1971.0,59.000000000000256,4813.720526385462,189.6721310634412,3,306,9.094947017729282e-13,True,943.0121947375768,17.74943008678929,2266d6bd995a8b709b76f2f440ecb0e6297adc2ce3cfd8b4a8241435e70af038,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
