variant,scene_id,seed,source_kind,error_mode,scenario_sha256,N,K,T,T_over_K,move_m,localization_move,n_measure,n_clear,n_clear_ok,n_optical_fallback,n_cover_visited,failure,all_certified,n_probe,n_replan,planner_wall_s,wall_s,discovery_measure,discovery_no_signal,refine_measure,refine_no_signal,measure_s,clear_s,movement_s,after_last_clear_s,failed_clears,switches,accounting_residual_s,full_success,certificate_max_distance_m,certificate_hull_margin_m,event_sha256
center_route,omni_endpoint_10043,10043,omni,endpoint,6d97e1ced3f9f69d364c6b15f3ac86640d15684d438fa34866e639de08ced8ab,13,13,6006.987305028159,462.0759465406276,22414.9365251408,8529.966054761977,243,21,13,0,25,,True,13,62,1.1704159000655636,1.226509599975543,213,200,30,0,1435.0,89.00000000000037,4482.987305028161,244.74643965782798,8,220,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,814f6cce81dfb89e14dbcd986f379ba286c02e009c79dbf96c3ed1f3333b9cab
compact,omni_endpoint_10043,10043,omni,endpoint,6d97e1ced3f9f69d364c6b15f3ac86640d15684d438fa34866e639de08ced8ab,13,13,6280.817139443779,483.13977995721376,24144.085697218896,8548.346193949124,233,19,13,0,25,,True,8,68,1.115248999936739,1.1604526999872178,200,187,33,0,1369.000000000001,83.00000000000028,4828.817139443779,0.0,6,204,-9.094947017729282e-13,True,943.0121947375769,2.074856830987301,ebd809c6fde80eb7367df37e38d8608e88bb5c4294735726af9d17df990f94f5
full_compact,omni_endpoint_10043,10043,omni,endpoint,6d97e1ced3f9f69d364c6b15f3ac86640d15684d438fa34866e639de08ced8ab,13,13,6373.577951526391,490.27522704049164,24267.889757631954,6973.375702001448,243,18,13,0,25,,True,10,57,0.9171434000891168,0.9695918000070378,218,205,25,0,1440.0,80.00000000000102,4853.577951526391,637.9678913219568,5,225,0.0,True,943.0121947375769,2.074856830987301,aa790829f604ecb83dd32e5b37cc8c79a3cafe9b948d8d175509575b0cd80c0c
nearest,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,7019.430926781196,701.9430926781196,25012.154633905986,8390.716805469947,331,13,10,0,25,,True,6,59,0.8647373998828698,0.9407193000079133,303,293,28,0,1958.0000000000005,59.00000000000005,5002.430926781196,837.2162722842149,3,303,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,2ae44275feed85d7d7b87b8052f53288e2798d75f5484dc4e791f69c1f8c402b
every_stop,omni_endpoint_10043,10043,omni,endpoint,6d97e1ced3f9f69d364c6b15f3ac86640d15684d438fa34866e639de08ced8ab,13,13,8685.708661330573,668.1314354869671,25248.543306652857,7782.63382171618,598,20,13,0,25,,True,11,62,1.0600464000599459,1.1814625000115484,569,556,29,0,3549.999999999999,86.00000000000117,5049.708661330572,695.5544896102601,7,560,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,fb0e83bc8394abea5531077ed2034e8cd9308899c9a2000cf8e5fa5d9d2fd3c2
proxy_reuse_early_compact,omni_endpoint_10043,10043,omni,endpoint,6d97e1ced3f9f69d364c6b15f3ac86640d15684d438fa34866e639de08ced8ab,13,13,5905.787065535121,454.2913127334708,21453.93532767559,8356.828562198898,257,21,13,0,25,,True,12,53,0.9633737000403926,1.0149527000030503,233,220,24,0,1526.000000000002,89.00000000000048,4290.787065535118,0.0,8,241,2.7284841053187847e-12,True,943.0121947375769,2.074856830987301,59b75035489d606aeea0f5d049e0553c25e9fd30878913f12acf6964abac4768
baseline,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6410.642902314723,641.0642902314723,22218.21451157361,7287.742141702982,322,13,10,0,25,,True,7,58,0.9611253000912257,1.034851800010074,294,284,28,0,1908.0000000000016,59.00000000000011,4443.642902314724,359.5202705418542,3,298,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,42fbdf52d5b46b364176a26001ce524a9a39ef94176c03115c9581352c50c434
proxy_compact,omni_endpoint_10043,10043,omni,endpoint,6d97e1ced3f9f69d364c6b15f3ac86640d15684d438fa34866e639de08ced8ab,13,13,5957.812505826304,458.29326967894644,22119.062529131523,8566.691868248136,244,22,13,0,25,,True,13,64,1.2107481000130065,1.2605128999857698,213,200,31,0,1442.000000000001,91.99999999999969,4423.812505826304,234.74643965782798,9,222,-9.094947017729282e-13,True,943.0121947375769,2.074856830987301,37aa79015e159d15a6fe84592bdab60d476c3f34dd0e0b3df747f0f0b0907aa0
early160,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6385.518415483255,638.5518415483255,22047.592077416273,7296.629774663114,323,14,10,0,25,,True,8,59,0.8528193999954965,0.9083205000206362,294,284,29,0,1914.0000000000016,61.9999999999991,4409.518415483255,359.5202705418542,4,299,0.0,True,943.0121947375769,17.74943008678929,38e1c1a571be60581f38a0cf6584e5de4b9e68652a2449115230b1476e50425c
reuse,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6824.622100149531,682.4622100149531,24673.11050074766,9427.676063387455,307,16,10,0,25,,True,3,61,1.0600740999216214,1.1059027999872342,282,272,25,0,1821.9999999999989,68.00000000000053,4934.6221001495305,392.10406701145985,6,287,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,786eab25d1f02ce73de64180345f9330fb6bf645395c7471fc0175fde3d2b803
nearest_reuse,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6744.166641730023,674.4166641730023,23565.833208650118,8253.31174113501,333,14,10,0,25,,True,8,59,0.7236401999834925,0.7767471999977715,304,294,29,0,1968.9999999999998,61.9999999999999,4713.166641730024,388.21627228421494,4,304,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,86b08c18c43a45531aaedc034f1e85e693865c91872d7a6086065e21f5147af1
nearest_early,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6709.0164465343005,670.90164465343,23785.082232671502,6619.282614503274,319,15,10,0,25,,True,5,57,0.56985030011856,0.6152439000143204,296,286,23,0,1887.0000000000002,65.00000000000011,4757.0164465343005,1232.7254501808975,5,292,0.0,True,943.0121947375769,17.74943008678929,ebf751f24105072cbc6aea3d4c1b81cd26640c5ce3b0e5b55afa15f243c7edab
full,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6692.800743417858,669.2800743417858,23699.003717089287,6525.27072753863,319,15,10,0,25,,True,5,57,0.59853110005497,0.6456034000148065,296,286,23,0,1888.0000000000007,65.00000000000026,4739.800743417858,1232.7254501808975,5,293,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,a016fc241a297c435aa0ef70fa93cddf34a436426c818195063e2e8fb392b4be
reuse_early,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6695.612328913118,669.5612328913119,23543.0616445656,9022.810250949295,324,15,10,0,25,,True,8,56,0.779077199898893,0.8334133999887854,299,289,25,0,1921.9999999999998,64.9999999999988,4708.61232891312,359.5202705418542,5,302,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,2e362d0473c14a82e59a33d88e5488c4c91da2aecec1ea20c4f6ac48221d47c5
probe_off,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6713.2275347997875,671.3227534799787,23601.137673998954,9026.322607642716,324,19,10,0,25,,True,0,73,0.8949153999565169,0.9296108999988064,294,284,30,0,1915.9999999999993,76.99999999999902,4720.22753479979,357.3514335810587,9,296,-3.637978807091713e-12,True,943.0121947375769,17.74943008678929,68ca149c82b2ca9a213444ea025c21500a9169e89db323811b17c2dc69cc2f82
probe_strict,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6674.634937704335,667.4634937704335,23418.174688521693,8490.102852337142,324,18,10,0,25,,True,2,70,0.8967780000239145,0.9538937000033911,294,284,30,0,1916.999999999999,73.99999999999918,4683.634937704339,359.5202705418542,8,297,-3.637978807091713e-12,True,943.0121947375769,17.74943008678929,79799c5b44dc5bc578c78145f75569eac39b3b4976ea8c02f48c276cb74c89cb
probe_loose,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6381.73673633709,638.1736736337091,22088.683681685445,7158.12622773653,322,12,10,0,25,,True,8,56,0.7524795999925118,0.8081734000006691,294,284,28,0,1908.0000000000011,56.00000000000054,4417.736736337091,359.5202705418542,2,298,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,d92b8e91513bd23682d85b14e608d4c13a08ec9bd16106c038d2a4a670cfb278
early120,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6423.873424532514,642.3873424532514,22239.367122662563,7309.785674639911,323,14,10,0,25,,True,8,59,0.7635320000117645,0.8156431000097655,294,284,29,0,1914.000000000002,61.99999999999982,4447.873424532514,359.5202705418542,4,299,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,fed78e86c08e246677840140d304122c05b23d239924385bdb6b48154c455cb5
center_route,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6430.419639232147,643.0419639232148,22742.098196160743,6408.222644396735,306,15,10,0,25,,True,8,47,0.6364660999679472,0.6814238000079058,290,280,16,0,1817.0000000000002,64.99999999999943,4548.419639232147,881.144782985747,5,287,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,9a69c08afd5e3c2386572c7beb9bfed0882a8da5ed6ac03689b991c56f3cd09e
early220,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6421.249260501157,642.1249260501156,22261.246302505777,7444.380673275099,321,15,10,0,25,,True,8,58,0.714899599988712,0.7724496999871917,294,284,27,0,1904.0000000000011,64.99999999999966,4452.249260501157,359.5202705418542,5,299,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,2f182d5d9fb0c41b0c9eb42828de0d3db1c5a7de7a4040ec888384a96419eb8f
finish_source,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,8090.90344309412,809.090344309412,30714.517215470587,10274.22721780248,319,17,10,0,25,,True,0,67,0.7739442999882158,0.8161868999886792,293,283,26,0,1877.0000000000027,71.00000000000036,6142.903443094118,1250.2089493134308,7,282,2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,44803071dec35cc5e936d07a3b878a1c477d08a8431de993a570489262df6853
compact,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6330.462641024749,633.0462641024749,21817.31320512374,7254.621839628978,322,13,10,0,25,,True,7,58,0.8805678000790067,0.9401380000053905,294,284,28,0,1908.0000000000016,59.00000000000036,4363.462641024749,349.5202705418542,3,298,9.094947017729282e-13,True,943.0121947375769,2.074856830987301,019ba0c29226f7412d42359ff4d55e609565130d5ba25fb303d45fcab7eff72a
full_compact,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6871.429045208247,687.1429045208247,24477.14522604124,7807.20152822816,322,17,10,0,25,,True,5,60,0.8382990999089088,0.903764599992428,298,288,24,0,1904.9999999999982,71.00000000000026,4895.42904520825,2096.405287497748,7,295,-9.094947017729282e-13,True,943.0121947375769,2.074856830987301,03b5c34a6b414e9d00fce4820a90a9567c30a10af040d964ed4a957ec7752ffc
proxy_compact,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6363.862253530482,636.3862253530482,22374.31126765242,6438.810424190267,307,15,10,0,25,,True,9,47,0.894926399923861,0.9619945000158623,290,280,17,0,1823.9999999999998,64.99999999999889,4474.862253530484,871.144782985747,5,289,-1.8189894035458565e-12,True,943.0121947375769,2.074856830987301,610185d32f3fb1bfc012970b86459575d248d4b07a5c7a73efc59ff315295677
every_stop,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,8906.02430370061,890.6024303700609,23865.121518503052,6442.662032665849,685,13,10,0,25,,True,7,56,0.8844534999516327,1.018211100017652,659,649,26,0,4073.9999999999986,59.000000000000135,4773.024303700611,1291.6659716526028,3,649,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,6e6bc64271e58bd0fe65c7d894878b7810e5d6fd6e5cd01b6e2df654fa8c919a
proxy_reuse_early_compact,omni_endpoint_10044,10044,omni,endpoint,79a5c97a12afef706659c70eddcdadf529e1641c9d3648d61ffa182d747d0821,10,10,6363.862253530482,636.3862253530482,22374.31126765242,6438.810424190267,307,15,10,0,25,,True,9,47,0.9566156999499071,1.0179361999907997,290,280,17,0,1823.9999999999998,64.99999999999889,4474.862253530484,871.144782985747,5,289,-1.8189894035458565e-12,True,943.0121947375769,2.074856830987301,0678a50555facc32c1a825aa241a8f1ae198cf7cb188efd1859f486dcd608292
nearest,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6937.013219490961,630.6375654082692,25910.0660974548,9740.220929669573,287,14,11,0,25,,True,4,71,1.092052700027125,1.1344208999944385,250,239,37,1,1691.0,64.00000000000045,5182.01321949096,2881.073658100972,3,256,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,6c1fade0ecdffbf557544862d6fdf05f2a8fc0ab23617faf29ea6bb33b190221
baseline,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6504.2766117642,591.2978737967455,23976.383058821,9266.425609553944,279,14,11,0,25,,True,4,68,1.1642562002525665,1.1998998999770265,245,234,34,0,1644.9999999999995,64.00000000000038,4795.2766117642,595.5052995300803,3,250,0.0,True,943.0121947375769,17.74943008678929,e753e600008635e6a0e9c3c4ff93a2f83ac6962859b730504659f77e6b0157ae
early160,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6359.035552000961,578.0941410909965,23305.177760004797,9281.3377114186,277,13,11,0,25,,True,9,60,0.8010100999090355,0.8363144999893848,245,234,32,0,1636.9999999999993,61.0000000000017,4661.03555200096,805.7858111354544,2,252,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,c94b77e200d1914fb9e141f1282ee98e1bde74d5b01c612d1049cbc2f0f7cf63
reuse,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6421.931515396224,583.8119559451113,22949.657576981124,8267.313762120852,299,15,11,0,25,,True,8,62,1.1121148999372963,1.1553830000048038,268,257,31,1,1764.9999999999995,66.99999999999994,4589.931515396224,611.5698342207297,4,270,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,5cf46e50586aeb60cceaf247d41a9559f98220752b0876ae8a266d43204788f3
nearest_reuse,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6719.324176043759,610.8476523676144,24691.62088021879,10063.292818320399,291,14,11,0,25,,True,6,62,0.7698264999489766,0.801152700005332,261,250,30,1,1717.0000000000007,64.00000000000037,4938.3241760437595,0.0,3,262,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,31482d896acf44eee5ca7d053f4ba8080817d725ec863a0b9fc482e100757f43
nearest_early,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6692.789999407956,608.4354544916324,24688.949997039774,10081.643679029863,285,15,11,0,25,,True,8,64,0.700429399847053,0.7387019000016153,252,241,33,0,1687.9999999999995,67.00000000000138,4937.789999407956,504.8830864012116,4,263,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,34fccbcaefdf522edc90aeb0d229527dcaa222baa3b86dc35a6083b1c34c6878
reuse_early,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6359.035552000961,578.0941410909965,23305.177760004797,9281.3377114186,277,13,11,0,25,,True,9,60,0.847427200031234,0.8944189000176266,245,234,32,0,1636.9999999999993,61.0000000000017,4661.03555200096,805.7858111354544,2,252,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,958d03f824761f2552ef477362680753cd8acda9c175282c4ae9ac51c6a9e6aa
full,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6692.789999407956,608.4354544916324,24688.949997039774,10081.643679029863,285,15,11,0,25,,True,8,64,0.7769942001323216,0.8174101999902632,252,241,33,0,1687.9999999999995,67.00000000000138,4937.789999407956,504.8830864012116,4,263,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,22270969cc5f78d97fb7c44e1d83585fcc7c8a94a235ebd488af3634461f1e1c
early220,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6298.382584710569,572.5802349736881,22571.912923552845,8224.736264591698,290,14,11,0,25,,True,10,60,0.6869001001177821,0.7252997000177857,258,247,32,0,1720.0000000000011,63.99999999999931,4514.382584710569,192.65464035169134,3,270,0.0,True,943.0121947375769,17.74943008678929,4e0f99bf4ee00e365ffaa627db27beaaf0711a92dcec513d9c4cc5a485d55c5b
probe_strict,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6580.02242511091,598.1838568282645,24345.112125554555,8924.245785388475,279,14,11,0,25,,True,4,68,1.0112031999160536,1.0457623999973293,245,234,34,0,1646.9999999999998,63.99999999999952,4869.02242511091,595.5052995300803,3,252,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,01dac2f65eaec8ea84670c29f8d763c94487d044660ebe8d53172735a8071066
probe_off,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6637.924749608852,603.4477045098956,24629.62374804426,9766.218293702248,279,14,11,0,25,,True,0,72,1.1036558999912813,1.1371318000019528,245,234,34,0,1647.9999999999989,64.00000000000057,4925.924749608853,595.5052995300803,3,253,0.0,True,943.0121947375769,17.74943008678929,0f9ed8d2a6fc78e490becfdc3378e4707979e1125c22176a183aa05aa84c01f3
early120,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6372.860812940256,579.3509829945688,23124.30406470129,7870.239095207969,284,14,11,0,25,,True,9,61,0.930108199827373,0.9823817999858875,252,241,32,1,1683.9999999999998,64.00000000000017,4624.860812940256,1184.6812152907487,3,264,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,95adb5da03a1b1b509b3729d9c78e2c73ce54746ed6a1fd1f1cc8d480f9a187f
center_route,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6069.901174692495,551.8091976993178,21614.505873462484,6686.769881940026,282,18,11,0,25,,True,10,55,0.7729846999573056,0.8153283999999985,259,248,23,1,1670.9999999999982,76.00000000000004,4322.901174692497,802.907908463575,7,261,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,c7db93054a926f064dde7699a1025665b71edda2e72ab3136aff96e3f880fd14
finish_source,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,7543.158615798467,685.7416923453152,29245.793078992323,11371.983139764918,277,14,11,0,25,,True,0,60,0.6013431000465062,0.6344468000170309,255,244,22,0,1630.0000000000014,63.999999999999915,5849.1586157984675,1763.0606481804616,3,245,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,6405b6190d59c973e526fce4151f1a1ee63b70873f870e0191774484e212dda2
probe_loose,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6504.2766117642,591.2978737967455,23976.383058821,9266.425609553944,279,14,11,0,25,,True,4,68,1.017946099920664,1.0666692999948282,245,234,34,0,1644.9999999999995,64.00000000000038,4795.2766117642,595.5052995300803,3,250,0.0,True,943.0121947375769,17.74943008678929,2a608b3b57f7bd69b7d81fab0835647f87e28b9545736b424d967e867256b5fd
compact,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6411.5289135246185,582.8662648658744,23517.644567623094,9562.792147769456,279,13,11,0,25,,True,4,67,1.1083768999378663,1.1581888000073377,245,234,34,0,1646.9999999999995,61.00000000000021,4703.528913524619,585.5052995300803,2,252,0.0,True,943.0121947375769,2.074856830987301,487a1fe18815ebbcb08e0acbfc7554744c78c3b969fac3b3ceb50dd17ec4d9cc
full_compact,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6607.368919042671,600.669901731152,24261.844595213355,10035.562885941343,285,15,11,0,25,,True,8,64,0.9984818001976237,1.04243289999431,252,241,33,0,1688.0000000000002,67.00000000000138,4852.36891904267,491.4940361824183,4,263,0.0,True,943.0121947375769,2.074856830987301,684622f70f9cb85e5c14bb647000fe5c8369243f91517d0c4937f1bdcabc197a
proxy_compact,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,5992.955923598529,544.8141748725935,21229.77961799265,6686.769881940026,282,18,11,0,25,,True,10,55,0.9156754999421537,0.962587700021686,259,248,23,1,1670.9999999999982,76.00000000000004,4245.955923598531,779.5188582447818,7,261,-1.8189894035458565e-12,True,943.0121947375769,2.074856830987301,7fadbfc5d05ab509cd8db184ebd73f77afab9994e21192554896fba3deaafe0b
every_stop,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,8917.106454124729,810.6460412840662,24550.53227062364,9826.075724772632,663,14,11,0,25,,True,8,60,0.9230848999868613,1.0237094000040088,633,622,30,0,3943.0,64.00000000000125,4910.106454124728,560.247044574322,3,628,0.0,True,943.0121947375769,17.74943008678929,627ad096fc710801b49ce7cd7ce317d729263d168aefcb9ee159258f796fb045
nearest,omni_endpoint_10046,10046,omni,endpoint,79f7e4c5109f4fc62342f1341a6596538f64f5bd86e280c506b0e366e79c0f88,13,13,7507.768168189321,577.5206283222554,28188.8408409466,10334.684222683984,303,19,13,0,25,,True,5,74,1.05655000009574,1.1064463000220712,267,254,36,0,1787.0000000000016,82.99999999999974,5637.768168189319,1840.429694726492,6,272,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,8af4104cd20e6d62bf27cea53741ee35bf26712b6c4865041e45d79407b27c43
proxy_reuse_early_compact,omni_endpoint_10045,10045,omni,endpoint,df5d2fa4f28dc2667f58128be6f9b67657c0d26c2a66a181c0123c06b10eea45,11,11,6011.788914558874,546.5262649598976,21228.944572794375,7066.243308723585,285,18,11,0,25,,True,10,55,1.0862894999154378,1.151933499990264,261,250,24,1,1689.999999999999,75.99999999999962,4245.788914558875,429.4299204917779,7,265,-9.094947017729282e-13,True,943.0121947375769,2.074856830987301,d04f766dab65ec62527c4cc16ddc45e28af27bbdb79e9078893b44d2bc1cf3ae
baseline,omni_endpoint_10046,10046,omni,endpoint,79f7e4c5109f4fc62342f1341a6596538f64f5bd86e280c506b0e366e79c0f88,13,13,6193.818743585292,476.4475956604071,22434.093717926455,7753.734142061145,275,18,13,0,25,,True,11,66,1.1615839000442065,1.2196968000207562,240,227,35,0,1627.0000000000014,80.00000000000037,4486.818743585292,232.56340558587726,5,252,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,b98d0531655f3bc8d924183ad57d7882047205a1f337c6dc95ffc4fc637834be
reuse,omni_endpoint_10046,10046,omni,endpoint,79f7e4c5109f4fc62342f1341a6596538f64f5bd86e280c506b0e366e79c0f88,13,13,6471.843837408891,497.83414133914545,22669.21918704445,9307.397907617953,313,18,13,0,25,,True,10,65,1.3144463998032734,1.3854007000045385,278,265,35,0,1857.9999999999984,80.00000000000108,4533.843837408891,0.0,5,293,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,62d55b9aafca127a773e7dccf35218033f65546630d0f1d8911688de19eb6268
early160,omni_endpoint_10046,10046,omni,endpoint,79f7e4c5109f4fc62342f1341a6596538f64f5bd86e280c506b0e366e79c0f88,13,13,6774.775347594269,521.1365651995592,24083.87673797135,9205.157550057429,315,20,13,0,25,,True,10,68,0.8475803001201712,0.9085988000151701,281,268,34,0,1872.000000000001,85.99999999999942,4816.775347594268,0.0,7,297,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,57995c7e0ab19ce5bef8ee216a0e27dfd54012a86a2452b37729c9a2ffb2aeae
nearest_early,omni_endpoint_10046,10046,omni,endpoint,79f7e4c5109f4fc62342f1341a6596538f64f5bd86e280c506b0e366e79c0f88,13,13,6862.893071777933,527.9148516752256,25264.465358889665,9146.466272291389,291,20,13,0,25,,True,6,68,0.6665428998530842,0.713814300019294,261,248,30,0,1723.9999999999993,85.99999999999955,5052.893071777933,0.0,7,269,0.0,True,943.0121947375769,17.74943008678929,f177f6fc46405530a5331fce042b3bdf06c8cec013584b8b7137eadb3b440df3
nearest_reuse,omni_endpoint_10046,10046,omni,endpoint,79f7e4c5109f4fc62342f1341a6596538f64f5bd86e280c506b0e366e79c0f88,13,13,6853.407520327044,527.1851938713111,25232.03760163522,8534.269674769555,293,16,13,0,25,,True,11,66,0.9266037000052165,0.9692251000087708,256,243,37,0,1733.0000000000002,73.99999999999963,5046.407520327045,868.613597182697,3,268,0.0,True,943.0121947375769,17.74943008678929,9c680a192fa70fb0b850604e32e9adb6a46ef43c06a3138c91b44dac513a927a
reuse_early,omni_endpoint_10046,10046,omni,endpoint,79f7e4c5109f4fc62342f1341a6596538f64f5bd86e280c506b0e366e79c0f88,13,13,6769.597416007682,520.7382627698217,24057.987080038416,8982.582795320517,315,20,13,0,25,,True,11,67,0.8330443000013474,0.8916741999855731,281,268,34,0,1872.0000000000014,85.99999999999919,4811.597416007681,0.0,7,297,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,876689a20342cacb499a72b22db089f98b81598fb5598345fa13c13c7c98e193
full,omni_endpoint_10046,10046,omni,endpoint,79f7e4c5109f4fc62342f1341a6596538f64f5bd86e280c506b0e366e79c0f88,13,13,6875.367072758955,528.8743902122274,25256.835363794773,8726.054747882808,294,19,13,0,25,,True,10,63,0.6310016999777872,0.6756268999888562,264,251,30,0,1741.0000000000011,82.99999999999926,5051.367072758954,0.0,6,271,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,86aad51b808288b933a4f766f1c0ee3156f999aea4a5f75ce184a065a32374d3
