variant,scene_id,seed,source_kind,error_mode,scenario_sha256,N,K,T,T_over_K,move_m,localization_move,n_measure,n_clear,n_clear_ok,n_optical_fallback,n_cover_visited,failure,all_certified,n_probe,n_replan,planner_wall_s,wall_s,discovery_measure,discovery_no_signal,refine_measure,refine_no_signal,measure_s,clear_s,movement_s,after_last_clear_s,failed_clears,switches,accounting_residual_s,full_success,certificate_max_distance_m,certificate_hull_margin_m,event_sha256
early120,mixed_endpoint_10054,10054,mixed,endpoint,7cb0648574ae6a46ed39bfa66e94430aeb702c03037112138800ca3cdd536786,15,15,6552.257082839,436.8171388559333,26021.28541419501,11410.356023795546,214,20,15,0,25,,True,7,70,1.2135417001554742,1.2695861000102013,181,166,33,0,1258.0,89.99999999999983,5204.257082839001,243.01045394245193,5,188,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,a5e740630891e687b4afbc8fee92c973fce3655f4ff442c6d6f7c04fb81fe901
probe_loose,mixed_endpoint_10054,10054,mixed,endpoint,7cb0648574ae6a46ed39bfa66e94430aeb702c03037112138800ca3cdd536786,15,15,6599.994277766105,439.9996185177404,26264.97138883052,10259.726467149569,215,19,15,0,25,,True,11,73,1.5279620000801515,1.5935745000024326,174,159,41,2,1260.0000000000014,86.9999999999988,5252.994277766106,125.93772591838479,4,185,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,ae565ca0efac51e8374983473c6991732a2db6e5f7a65b814077e9fcd6fd7e96
probe_strict,mixed_endpoint_10054,10054,mixed,endpoint,7cb0648574ae6a46ed39bfa66e94430aeb702c03037112138800ca3cdd536786,15,15,6515.320101710713,434.3546734473809,26001.600508553558,10948.490375093272,209,20,15,0,25,,True,8,76,1.5619323999271728,1.63392669998575,169,154,40,2,1225.0,90.00000000000102,5200.320101710713,441.2119312287705,5,180,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,3d76fa3efc9f6cd67fcd0cf0dbf7ddb66ca98b437f8a7add92b9696bc8b77db3
early220,mixed_endpoint_10054,10054,mixed,endpoint,7cb0648574ae6a46ed39bfa66e94430aeb702c03037112138800ca3cdd536786,15,15,6155.817593497037,410.3878395664691,24629.087967485186,9813.761623839267,194,20,15,0,25,,True,7,66,1.2392493998340797,1.3021775000088383,165,150,29,0,1140.0000000000005,89.9999999999998,4925.817593497037,1273.9115360499463,5,170,0.0,True,943.0121947375769,17.74943008678929,17ac615f25ddebcfd63df75b1e6f25b2589ec496452cab041e7a2da630ebbebb
finish_source,mixed_endpoint_10054,10054,mixed,endpoint,7cb0648574ae6a46ed39bfa66e94430aeb702c03037112138800ca3cdd536786,15,15,7481.434945763709,498.7623297175806,30612.174728818532,13359.39136720207,219,19,15,0,25,,True,0,80,1.3465852999943309,1.3930817000218667,182,167,37,7,1272.0000000000027,86.9999999999992,6122.434945763709,861.2252931567564,4,177,2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,7ccf05b949d1980275727d682543ff24540110de5ca1a06ad0e1f400240233e1
center_route,mixed_endpoint_10054,10054,mixed,endpoint,7cb0648574ae6a46ed39bfa66e94430aeb702c03037112138800ca3cdd536786,15,15,6914.848038448962,460.98986922993083,27269.24019224481,12729.445235862513,232,20,15,0,25,,True,13,66,1.5991600999841467,1.6669814999913797,197,182,35,7,1370.9999999999998,89.99999999999974,5453.848038448964,0.0,5,211,0.0,True,943.0121947375769,17.74943008678929,6598c890f2c7ff1f747440d3ba5512b308e8c27bfa56b2869eec79b8384afd4b
compact,mixed_endpoint_10054,10054,mixed,endpoint,7cb0648574ae6a46ed39bfa66e94430aeb702c03037112138800ca3cdd536786,15,15,6183.595580780362,412.23970538535747,24477.977903901807,9144.30530090123,205,19,15,0,25,,True,10,69,1.5014728999813087,1.5499456000106875,169,154,36,1,1201.0000000000005,87.00000000000003,4895.595580780361,431.2119312287705,4,176,9.094947017729282e-13,True,943.0121947375769,2.074856830987301,c6bb837c1b7703891a8359b688bb512c668c4a7ba0242ae2daea3d7778ce973e
full_compact,mixed_endpoint_10054,10054,mixed,endpoint,7cb0648574ae6a46ed39bfa66e94430aeb702c03037112138800ca3cdd536786,15,15,6250.1423815390035,416.6761587692669,25075.711907695026,10070.811052021034,195,19,15,0,25,,True,10,64,1.2046625998336822,1.254282800015062,164,149,31,1,1147.9999999999995,86.99999999999874,5015.142381539004,233.03559113740903,4,173,-1.8189894035458565e-12,True,943.0121947375769,2.074856830987301,cdd288c33f71650e819b6688432049b561f37d6ddf8bbd73b599cc24925ad9dd
nearest,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,7023.7243640507595,468.2482909367173,27598.621820253793,12113.90039002383,241,17,15,0,25,,True,4,70,0.8122757000091951,0.8588255000067875,208,193,33,3,1423.0000000000007,81.00000000000018,5519.724364050759,574.3937488183456,2,218,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,4836bff006298a3ab8398a964bb53941b88b407011eb0be2e087889922dc4fd1
every_stop,mixed_endpoint_10054,10054,mixed,endpoint,7cb0648574ae6a46ed39bfa66e94430aeb702c03037112138800ca3cdd536786,15,15,8081.978619814216,538.7985746542811,25899.893099071072,11063.963837128686,475,21,15,0,25,,True,14,69,1.415155400056392,1.5200902999786194,437,422,38,3,2809.0,93.0000000000005,5179.978619814216,270.99695453023924,6,434,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,0ec1e5523afe6c1e3080df15f4390e023708c99d10fc27f9ed551c3fe0a6bb91
proxy_compact,mixed_endpoint_10054,10054,mixed,endpoint,7cb0648574ae6a46ed39bfa66e94430aeb702c03037112138800ca3cdd536786,15,15,6768.016472272758,451.20109815151716,26510.08236136379,11814.621432984688,233,20,15,0,25,,True,14,66,1.283726000081515,1.342456599988509,197,182,36,7,1376.0000000000014,90.0,5302.016472272758,0.0,5,211,-9.094947017729282e-13,True,943.0121947375769,2.074856830987301,e1cc2e5266de0a4f7e0d554779031dcf76a034e902d5aa065a6c036026f20bfa
proxy_reuse_early_compact,mixed_endpoint_10054,10054,mixed,endpoint,7cb0648574ae6a46ed39bfa66e94430aeb702c03037112138800ca3cdd536786,15,15,6831.597538661445,455.43983591076295,26782.987693307216,12087.425669169328,233,23,15,0,25,,True,14,69,1.3886738000437617,1.453897200000938,197,182,36,7,1376.000000000002,99.00000000000043,5356.597538661445,0.0,8,211,1.8189894035458565e-12,True,943.0121947375769,2.074856830987301,ae4e4e539c402db4f1085af8cfd1085be2d6602ff8530fe8da00fd8fa101ae52
baseline,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,6706.8052071147495,447.1203471409833,25359.02603557375,10905.406575874631,264,17,15,0,25,,True,9,70,1.469537599972682,1.5272624999925029,226,211,38,1,1554.0000000000007,81.00000000000064,5071.8052071147495,0.0,2,234,0.0,True,943.0121947375769,17.74943008678929,f529f04f8ca4d26bdca0d0bae30007236be462488f7e4d9d76bfe7f57e27ae06
reuse,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,6567.651209323303,437.8434139548869,24778.25604661651,10658.383143945632,259,18,15,0,25,,True,8,66,1.3274147999181878,1.3741703999985475,226,211,33,1,1528.0000000000014,84.00000000000085,4955.651209323302,0.0,3,233,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,84c44fecebbe6051f2858c2f6f6cc876304efe1eb2fa0a88df5c792716653bec
nearest_reuse,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,6686.042700998313,445.7361800665542,26670.21350499157,11017.139927331122,216,17,15,0,25,,True,3,69,0.8848630000429694,0.9217410999990534,185,170,31,2,1270.9999999999993,80.99999999999898,5334.042700998314,1059.928085550925,2,191,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,b3ed29af69617fba323badfebac65296968c16111890750b140edca7b90897a2
nearest_early,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,7217.93126637858,481.19541775857203,28719.65633189291,11278.593594543261,236,19,15,0,25,,True,5,72,0.8545044000493363,0.8964264999958687,202,187,34,2,1387.0000000000005,86.99999999999909,5743.93126637858,0.0,4,207,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,407c56639f57fa6d575eddb1da29da4fc3345b5b957a548c7666c9963c962516
early160,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,6699.016731670869,446.6011154447246,25320.08365835435,11026.670970522626,262,20,15,0,25,,True,10,70,1.3257031998364255,1.3844584999897052,226,211,36,1,1545.000000000001,89.9999999999995,5064.016731670869,0.0,5,235,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,8d5844f57780de22d8d81fe33a8f4e80dcf3d2df51d4e2ecabb8b7fed00fbd68
full,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,7151.021743089349,476.73478287262327,28265.108715446742,11169.180013324847,239,20,15,0,25,,True,8,71,0.8665915999736171,0.9117610999965109,204,189,35,3,1408.0000000000011,89.99999999999923,5653.021743089348,0.0,5,213,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,a7f8305ea46ab575916670355dc44e9aa2d1c90b5b4996ceb187e2c38fef181c
reuse_early,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,6680.251239314616,445.35008262097443,25161.256196573082,10824.427477619314,263,21,15,0,25,,True,12,69,1.2482457999140024,1.3091549000237137,226,211,37,2,1555.0000000000014,92.99999999999987,5032.251239314615,0.0,6,240,0.0,True,943.0121947375769,17.74943008678929,486c3d6b08aa654107386f3618f9a5e4a49e6bac1ff595d9436a12135c9dc178
probe_off,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,6779.481581967436,451.96543879782905,26837.407909837188,11994.97872241619,225,20,15,0,25,,True,0,81,1.212267399969278,1.2497017999994569,188,173,37,4,1321.999999999998,89.99999999999993,5367.481581967436,682.9963787105644,5,197,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,0eae2e7b52126fa1d6379fd6af664e13d2860955ecce113ffc30b86f35137bb2
probe_strict,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,6916.823186133419,461.1215457422279,26374.11593066709,12272.530714139159,266,16,15,0,25,,True,8,72,1.328162599937059,1.381764599995222,226,211,40,3,1564.0000000000011,78.00000000000063,5274.823186133419,0.0,1,234,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,50c1b92b56dca84dc41def7d3859c740326180f090a7829845926c6365224976
probe_loose,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,6706.8052071147495,447.1203471409833,25359.02603557375,10905.406575874631,264,17,15,0,25,,True,9,70,1.3847606999916025,1.4456558999954723,226,211,38,1,1554.0000000000007,81.00000000000064,5071.8052071147495,0.0,2,234,0.0,True,943.0121947375769,17.74943008678929,122bbfd5a58cc39eacf0665492ef50944d07e397b24c867d0fe1c0e6b5392b7b
early120,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,6613.439459829702,440.8959639886468,25942.19729914851,11721.172314831401,226,21,15,0,25,,True,11,73,1.329943400080083,1.386790899996413,187,172,39,5,1332.0000000000011,93.00000000000018,5188.439459829701,1350.2330002707295,6,202,0.0,True,943.0121947375769,17.74943008678929,0421989ae7b41dc6660a55b179d1ab7f364c254d0be65c5bd48e6c7bd4eecaf8
finish_source,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,7996.755438809677,533.1170292539784,32003.77719404836,13760.141078068282,258,19,15,0,25,,True,0,78,1.00804069993319,1.0524708000011742,223,208,35,5,1509.0000000000014,87.00000000000179,6400.755438809675,1269.243738410708,4,219,4.547473508864641e-12,True,943.0121947375769,17.74943008678929,92ccaca28a9290674ef4a5a15830c53002a7dd89780faf6af76f5357d20d6497
early220,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,6631.352985203388,442.0901990135592,24976.764926016942,10606.687887400209,261,21,15,0,25,,True,11,69,1.2643494000367355,1.3343874999845866,226,211,35,1,1543.0000000000002,92.99999999999949,4995.352985203389,0.0,6,238,0.0,True,943.0121947375769,17.74943008678929,b46adbf83898ffb162153462dcf088f336978a3789fd2488057e60e30d7cac06
center_route,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,6470.105474096031,431.34036493973537,24220.527370480155,9586.624521298756,258,23,15,0,25,,True,14,65,1.1784783001348842,1.234086100012064,226,211,32,2,1526.9999999999998,99.00000000000098,4844.10547409603,0.0,8,237,0.0,True,943.0121947375769,17.74943008678929,0876d95f09e70f98a84d000beb1472665dfa3ebf2483bb1b6461de7e16c93cf0
full_compact,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,7039.472605272768,469.29817368485124,27747.36302636384,10990.372217128266,238,19,15,0,25,,True,8,69,0.9637312999402639,1.0180427999875974,204,189,34,3,1403.0000000000007,86.9999999999994,5549.472605272768,0.0,4,213,0.0,True,943.0121947375769,2.074856830987301,aac65ca540532d122c1abf0356ee714fc5b5f951aba670d516f13959810972ad
every_stop,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,8962.385169387579,597.4923446258385,28161.925846937895,10310.367682932294,546,21,15,0,25,,True,13,65,1.3779423001105897,1.5273137000040151,513,498,33,3,3236.9999999999995,92.99999999999865,5632.38516938758,0.0,6,507,0.0,True,943.0121947375769,17.74943008678929,5b1ffc7e5b3f790fe728b60fc3dffc2c5f22057cd01434c9834bf393e95d6dcd
compact,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,6615.163646860748,441.0109097907165,24790.818234303733,10723.515703216017,267,18,15,0,25,,True,11,72,1.8293296000920236,1.902155199990375,226,211,41,1,1573.0000000000011,84.00000000000013,4958.163646860747,0.0,3,238,9.094947017729282e-13,True,943.0121947375769,2.074856830987301,225d6f4df0259cb032a65111ea58aeb3d3fed9574004c389cf689cd8b51bfb17
proxy_compact,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,6327.989239788515,421.86594931923435,23624.94619894257,9317.040714936891,255,22,15,0,25,,True,13,62,1.4168492001190316,1.4802092000027187,226,211,29,1,1507.0000000000005,96.00000000000111,4724.989239788515,0.0,7,232,9.094947017729282e-13,True,943.0121947375769,2.074856830987301,b9ce562acffb6ee6ec1725772e57ac6c763cc54b8162b2d662ce90ddd17e1e54
proxy_reuse_early_compact,mixed_endpoint_10055,10055,mixed,endpoint,9f76f5011e0520c55b9f2cc90242086b105604fec9d39f24e3b3e0d3aeb02fd1,15,15,6432.144298672749,428.80961991151656,24115.721493363737,9807.81600935806,255,24,15,0,25,,True,13,64,1.5181474999408238,1.5813771999964956,226,211,29,1,1507.000000000001,102.00000000000087,4823.144298672748,0.0,9,232,1.8189894035458565e-12,True,943.0121947375769,2.074856830987301,81670284bd0bd94f5ad336c46002e6e2e4e2b6209c9ca720b8bff60fca475389
nearest,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,7568.217696630143,540.5869783307245,30016.088483150717,13849.383146476548,254,18,14,0,25,,True,5,89,1.746700500138104,1.8043383000185713,202,188,52,9,1483.0000000000005,81.9999999999992,6003.217696630144,2185.598879499198,4,213,0.0,True,943.0121947375769,17.74943008678929,3d84e2f6690fdd78ed3f0e67f53094fae5a8c4b0e8518f1eeee5311b045fc17e
early160,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,6623.032126941383,473.0737233529559,25360.16063470691,11320.7112529865,249,20,14,0,25,,True,10,77,1.5467318001319654,1.6044216000009328,206,192,43,4,1463.0000000000014,87.99999999999893,5072.032126941383,1973.7637678153342,6,218,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,01866556a6d4de64b59157c54672e07dc85c7bc2910f1e6a088c270843601c94
baseline,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,6896.247213830909,492.58908670220774,26456.23606915454,11870.031078117898,258,22,14,0,25,,True,8,88,2.0660623002040666,2.1373343000013847,208,194,50,6,1511.0,93.99999999999966,5291.2472138309095,1175.920905853889,8,221,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,7fa4dde05013e225d03072c9f551439c9894401d3472199b8b8643932d3b40f4
reuse,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,7061.3712177673515,504.38365841195366,26836.85608883675,13945.582830399382,273,20,14,0,25,,True,8,80,1.9934788999671582,2.061896800005343,227,213,46,4,1606.0000000000016,88.00000000000072,5367.37121776735,0.0,6,241,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,104fd831a75375df7ecc3f4277f0dac13f46a9bf54cef95ac0aa984f0bafe52d
nearest_early,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,7446.767583265113,531.9119702332224,29718.837916325556,11312.778502254017,241,21,14,0,25,,True,4,85,1.0039193001575768,1.0523986000043806,197,183,44,8,1411.9999999999998,91.00000000000114,5943.767583265113,524.1431280152328,7,207,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,2fc538c4d20ac523d7d9678053de872ddc4240a2b5ad5e622a3af157dca5022f
nearest_reuse,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,7783.489888497543,555.9635634641102,30657.449442487712,12889.676455874482,267,19,14,0,25,,True,10,81,1.3550609000376426,1.4030583999992814,219,205,48,7,1567.0,85.00000000000074,6131.489888497542,2392.5625567210263,5,232,0.0,True,943.0121947375769,17.74943008678929,803586178d152c20ff65059489edf76c69363a9d4527d95a4ed39a63ed6539c7
reuse_early,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,6425.58036995731,458.9700264255221,24662.901849786555,9730.366510671287,238,21,14,0,25,,True,10,71,1.215875799942296,1.2737715999828652,202,188,36,2,1401.9999999999995,91.00000000000048,4932.580369957312,1323.6878303261728,7,212,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,3004c3e813778c761efd48e66599a0d055005ae04a43a4b73cd6124b3c4223c6
full,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,7265.4197694920285,518.9585549637163,29087.098847460155,11559.050448982429,233,18,14,0,25,,True,8,76,1.0576951000257395,1.1081558000005316,191,177,42,9,1365.9999999999998,81.99999999999916,5817.419769492029,496.41153485327686,4,201,-2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,6e22df7ecd7bd921876e6f341a961b493e751c0cc2993ed1f128eb067d37d969
probe_off,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,6986.952711988527,499.06805085632334,27079.76355994263,11791.406068255386,252,21,14,0,25,,True,0,89,1.4892677000607364,1.528261300001759,208,194,44,2,1480.000000000001,91.00000000000031,5415.952711988526,1177.3733825551317,7,220,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,d037ec004b7ca5e6417a4dc4db8903243740247b2ac001bffcd508cd0503d428
early220,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,7096.589250074638,506.8992321481884,28002.94625037318,13788.405338989462,239,22,14,0,25,,True,10,83,1.2027499001123942,1.254881500004558,192,178,47,13,1402.0000000000011,94.00000000000118,5600.589250074636,1103.696147813147,8,207,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,9dcb318ab11219e447e5172b7a19c0c36d2bdfa2c44ac206fa823caf80957d8d
probe_strict,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,6815.519522196154,486.822823014011,26297.597610980767,11015.907567297134,251,18,14,0,25,,True,5,80,1.4320222999958787,1.4890714999928605,208,194,43,3,1474.000000000001,81.99999999999915,5259.519522196154,1175.920905853889,4,219,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,2f974f656587b4a8cbbd8324291d4c1ec6ec58f0cac1b7f3c384e24f7c73f1f1
early120,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,7002.344447317083,500.1674605226488,27371.722236585418,13921.029956090315,246,19,14,0,25,,True,5,81,1.4499418000050355,1.5122935000108555,203,189,43,5,1443.0000000000002,85.00000000000095,5474.344447317083,209.65728497042164,5,213,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,05afd3f961b27ea8e42508322b66866b19ceeb750359fb655a88abf55b166b14
center_route,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,6097.791912971827,435.5565652122733,22988.95956485913,7447.168731856821,239,20,14,0,25,,True,13,60,1.0971519000886474,1.1467084000178147,210,196,29,2,1412.0000000000005,88.0000000000003,4597.791912971827,1659.735475980393,6,217,0.0,True,943.0121947375769,17.74943008678929,02f9c3754c26c850a0cfdd95dc84618bafc86336a448d2d599da2aaafde45dbd
probe_loose,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,6896.247213830909,492.58908670220774,26456.23606915454,11870.031078117898,258,22,14,0,25,,True,8,88,1.6312735999235883,1.6930934000120033,208,194,50,6,1511.0,93.99999999999966,5291.2472138309095,1175.920905853889,8,221,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,cc3718108f84aa5c18eec72304bfaca6806d891aea51efcf8777212b6e315012
finish_source,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,8665.263943737866,618.9474245527047,35056.31971868933,17492.068799788907,270,20,14,0,25,,True,0,92,1.1709074998798314,1.2173485000093933,222,208,48,8,1566.0000000000002,88.00000000000013,7011.263943737865,1750.4436377562497,6,216,0.0,True,943.0121947375769,17.74943008678929,f144625700d66edacf2727c27de80ea0fa70f6e51c308aa5a00be26a016d85c1
compact,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,6887.296757394466,491.94976838531903,26251.483786972316,13469.524897564754,264,21,14,0,25,,True,8,90,1.8934033999685198,1.9560064999968745,211,197,53,8,1546.0000000000011,91.00000000000021,5250.296757394466,1295.9097298885863,7,226,2.7284841053187847e-12,True,943.0121947375769,2.074856830987301,bb961fe045fc7e6ebd970351fd17cdbefafc6f36935b479fefb9421a24cab7ea
full_compact,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,7229.236258395534,516.3740184568238,28821.181291977686,11685.247270389222,236,17,14,0,25,,True,9,74,1.4625056000368204,1.5345758000039496,194,180,42,9,1385.9999999999973,78.99999999999956,5764.236258395535,370.1977025709639,3,206,-3.637978807091713e-12,True,943.0121947375769,2.074856830987301,874fd9e4d68a5d5ae1826c272e82c5fb12cd088612bc47320de1095e1ecdac38
proxy_compact,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,6014.745772021164,429.6246980015117,22573.728860105817,7399.681588720867,239,20,14,0,25,,True,13,60,1.469209900154965,1.5333298999757972,210,196,29,2,1412.0,88.00000000000053,4514.745772021163,1622.9573755428064,6,217,9.094947017729282e-13,True,943.0121947375769,2.074856830987301,aaed430b272678d145ee5bd5b6bb177ab7ef30c18bda417f1ba2f1c2722d2193
baseline,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,5944.24944468721,371.5155902929506,23031.247223436047,12602.419922668061,211,21,16,0,19,,True,8,69,1.538320899970131,1.5931644999946002,173,157,38,2,1243.0000000000007,95.00000000000071,4606.249444687208,0.0,5,188,0.0,True,943.0121947375769,17.74943008678929,f7ac4065f37bf010fd64d3098388e77a286ee4c3706b28f6e2c0dcc399116fd4
proxy_reuse_early_compact,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,6014.745772021164,429.6246980015117,22573.728860105817,7399.681588720867,239,20,14,0,25,,True,13,60,1.5909559998253826,1.659744700009469,210,196,29,2,1412.0,88.00000000000053,4514.745772021163,1622.9573755428064,6,217,9.094947017729282e-13,True,943.0121947375769,2.074856830987301,5723f980bbeb0c706ad8ff95919ca44c21c29b7ec9c92ab1738df8f5f8b66499
reuse,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,5944.24944468721,371.5155902929506,23031.247223436047,12602.419922668061,211,21,16,0,19,,True,8,69,1.528900800010888,1.5854505999886896,173,157,38,2,1243.0000000000007,95.00000000000071,4606.249444687208,0.0,5,188,0.0,True,943.0121947375769,17.74943008678929,86f927c5723ec4af8752d0b6c84b7a6ad28465418546df61233f290c7776491a
every_stop,mixed_endpoint_10056,10056,mixed,endpoint,1146f23139c5345bc10011edcaf4f98061aeeab4c7d6ca9f42120c787d8f45a1,14,14,11971.623326990644,855.1159519279032,35933.11663495326,19872.401706511526,741,117,14,1,25,,True,12,78,1.7593238000408746,2.062902900011977,694,680,47,14,4405.999999999996,378.9999999999964,7186.623326990664,932.3005376041838,103,701,-7.275957614183426e-12,True,943.0121947375769,17.74943008678929,addc9fc584edbb33f85b9c636fc2c8b13905deae34a4e5784ce900d236212ac7
