seed,N,K,T,T_over_K,move_m,localization_move,n_measure,n_clear,n_optical_fallback,n_cover_visited,all_certified,failure,wall_s,discovery_measure,discovery_no_signal,refine_measure,refine_no_signal,measure_s,clear_s,movement_s,after_last_clear_s
3020,14,14,7622.125694549784,544.4375496106989,26780.628472748922,9919.570102600344,369,18,0,25,True,,0.40475359998526983,341,327,28,9,2183.9999999999995,82.00000000000021,5356.1256945497835,0.0
3021,13,13,7896.807275470675,607.4467134977442,28039.03637735337,10000.179935061524,375,15,0,25,True,,0.6042422000027727,344,331,31,12,2218.0000000000014,70.9999999999994,5607.8072754706745,448.94426625210326
3022,16,16,7171.100971269997,448.1938107043748,24055.504856350006,6176.902841738503,384,18,0,24,True,,0.5013657000090461,350,334,34,14,2273.9999999999977,85.99999999999893,4811.10097127,0.0
3023,12,12,7947.142024540947,662.2618353784122,26760.710122704742,8743.833505528715,426,15,0,25,True,,0.5206738999986555,400,388,26,10,2526.0000000000005,69.00000000000007,5352.142024540944,0.0
3024,10,10,7432.419799332136,743.2419799332135,24752.09899666067,7607.508312650146,409,11,0,25,True,,0.3809721999859903,384,374,25,12,2429.0000000000005,53.00000000000107,4950.419799332135,487.6681941244924
3025,16,16,7738.611362025268,483.66321012657926,27348.056810126334,11807.354982442374,368,20,0,23,True,,0.6397771000047214,333,317,35,14,2177.0000000000014,92.00000000000009,5469.611362025268,0.0
3026,11,11,7482.933692347595,680.2666993043268,25609.668461737983,8648.084378571837,388,13,0,25,True,,0.31029659998603165,366,355,22,8,2300.000000000001,60.99999999999949,5121.933692347595,0.0
3027,12,12,7951.672206304709,662.6393505253924,25388.361031523564,7640.406912313891,471,19,0,25,True,,0.6422719999973197,438,426,33,12,2792.999999999996,81.0000000000009,5077.67220630471,0.0
3028,11,11,7318.36758464419,665.3061440585627,24336.837923220955,7237.789735239718,401,15,0,25,True,,0.3248487999953795,384,373,17,2,2383.999999999998,66.99999999999987,4867.367584644193,0.0
3029,12,12,7645.4543332656685,637.1211944388057,25737.271666328365,7502.023947496399,410,13,0,25,True,,0.5157297999830917,385,373,25,11,2434.999999999997,63.000000000000426,5147.45433326567,0.0
