variant,scene_id,seed,source_kind,error_mode,scenario_sha256,N,K,T,T_over_K,move_m,localization_move,n_measure,n_clear,n_clear_ok,n_optical_fallback,n_cover_visited,failure,all_certified,n_probe,n_replan,planner_wall_s,wall_s,discovery_measure,discovery_no_signal,refine_measure,refine_no_signal,measure_s,clear_s,movement_s,after_last_clear_s,failed_clears,switches,accounting_residual_s,full_success,certificate_max_distance_m,certificate_hull_margin_m,event_sha256,n_selective_probe,n_optimistic_attempt,n_early_optical_proposals,n_mass_attempt,n_budget_probe,n_burst_actions,n_local_optical_proposals
H200,mixed_endpoint_50000,50000,mixed,endpoint,c45156dd8e49ffe2b2c71f607a87e92016c2ac0caf91fb7749616c8965094f45,10,10,6354.243117994325,635.4243117994325,21481.215589971627,6685.490162594522,335,15,10,2,25,,True,7,46,0.8627223999646958,0.9112581000081263,319,309,16,1,1993.0000000000014,64.99999999999888,4296.243117994324,214.10450308801683,5,318,0.0,True,943.0121947375769,17.74943008678929,62aef8a1979268d1efec6bc3dd52a217ec1a0d120e512e9c3d6934a06e6e3855,0,0,0,0,0,0,7
B60,mixed_endpoint_50000,50000,mixed,endpoint,c45156dd8e49ffe2b2c71f607a87e92016c2ac0caf91fb7749616c8965094f45,10,10,6259.358206940934,625.9358206940934,21471.791034704675,6183.259759607486,318,19,10,4,25,,True,7,40,1.8190756998956203,1.8595170000044163,305,295,13,1,1887.9999999999995,76.99999999999926,4294.358206940936,0.0,9,298,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,cea53ee3e99feea8419153b839b63261fda6b717e0241fc32ecb23943580e5bf,0,0,0,0,0,0,30
N20,mixed_endpoint_50000,50000,mixed,endpoint,c45156dd8e49ffe2b2c71f607a87e92016c2ac0caf91fb7749616c8965094f45,10,10,6340.439893315939,634.0439893315939,21382.199466579692,6423.08447381446,335,17,10,4,25,,True,7,44,0.6868139001016971,0.8939372999884654,319,309,16,1,1993.0000000000007,71.00000000000038,4276.439893315938,214.10450308801683,7,318,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,c921f367ae883ff675c5860249778caf0663b9d2d7c02c789ec17e170d90302c,0,0,0,0,0,0,6
H400,mixed_endpoint_50000,50000,mixed,endpoint,c45156dd8e49ffe2b2c71f607a87e92016c2ac0caf91fb7749616c8965094f45,10,10,6437.737137656305,643.7737137656305,21883.685688281523,7081.434440075668,335,16,10,2,25,,True,7,47,0.8731927000044379,0.9168783999921288,319,309,16,1,1993.0000000000011,67.99999999999928,4376.737137656304,214.10450308801683,6,318,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,75d7b38ad8cbf5909c3c73a7461dec304cea747959647b39aa6775a82572064a,0,0,0,0,0,0,7
N50,mixed_endpoint_50000,50000,mixed,endpoint,c45156dd8e49ffe2b2c71f607a87e92016c2ac0caf91fb7749616c8965094f45,10,10,6340.439893315939,634.0439893315939,21382.199466579692,6423.08447381446,335,17,10,4,25,,True,7,44,0.6364615000493359,0.8367966999940109,319,309,16,1,1993.0000000000007,71.00000000000038,4276.439893315938,214.10450308801683,7,318,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,c921f367ae883ff675c5860249778caf0663b9d2d7c02c789ec17e170d90302c,0,0,0,0,0,0,6
baseline,mixed_endpoint_50001,50001,mixed,endpoint,d3e96ba0e56bc884daefeabb1c77fff144a59766c48950cb73f7d571766ff99c,14,14,6728.817565525966,480.6298261089975,25754.08782762983,8867.40612163712,254,20,14,0,25,,True,7,77,0.6978844999684952,0.7300078999833204,214,200,40,1,1490.0000000000005,87.99999999999956,5150.8175655259665,2320.2636428729866,6,220,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,f7923a68d102e229ae11303e8e6d4bd14f1cc763e13edf39acc287cd61e54c92,0,0,0,0,0,0,0
ER,mixed_endpoint_50000,50000,mixed,endpoint,c45156dd8e49ffe2b2c71f607a87e92016c2ac0caf91fb7749616c8965094f45,10,10,6307.880699660206,630.7880699660207,21259.40349830102,6293.7246944742865,334,16,10,5,25,,True,7,42,0.9463965000759345,1.0019076000025962,319,309,15,1,1988.0000000000011,68.00000000000037,4251.880699660204,214.10450308801683,6,318,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,17a33584473623b04704cbb2ba763a3cdfafe868b47e785da4c53c140c5a9411,0,0,0,0,0,0,5
EN,mixed_endpoint_50000,50000,mixed,endpoint,c45156dd8e49ffe2b2c71f607a87e92016c2ac0caf91fb7749616c8965094f45,10,10,6307.880699660206,630.7880699660207,21259.40349830102,6293.7246944742865,334,16,10,5,25,,True,7,42,0.8893294001463801,1.1076062000065576,319,309,15,1,1988.0000000000011,68.00000000000037,4251.880699660204,214.10450308801683,6,318,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,17a33584473623b04704cbb2ba763a3cdfafe868b47e785da4c53c140c5a9411,0,0,0,0,0,0,5
LC,mixed_endpoint_50001,50001,mixed,endpoint,d3e96ba0e56bc884daefeabb1c77fff144a59766c48950cb73f7d571766ff99c,14,14,6007.402733710708,429.10019526505056,23317.01366855354,9535.256730250265,208,28,14,6,25,,True,6,52,0.990600500110304,1.0245139000180643,188,174,20,0,1232.0000000000005,111.99999999999957,4663.402733710708,1999.457528632629,14,192,0.0,True,943.0121947375769,17.74943008678929,47861b402b8b18767b5eef2a8473bd65ab93e739ded1307bc65ad7ffbc993eff,0,0,0,0,0,0,75
ERN,mixed_endpoint_50000,50000,mixed,endpoint,c45156dd8e49ffe2b2c71f607a87e92016c2ac0caf91fb7749616c8965094f45,10,10,6307.880699660206,630.7880699660207,21259.40349830102,6293.7246944742865,334,16,10,5,25,,True,7,42,0.9028850999602582,1.1200788999849465,319,309,15,1,1988.0000000000011,68.00000000000037,4251.880699660204,214.10450308801683,6,318,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,17a33584473623b04704cbb2ba763a3cdfafe868b47e785da4c53c140c5a9411,0,0,0,0,0,0,5
previous_best,mixed_endpoint_50001,50001,mixed,endpoint,d3e96ba0e56bc884daefeabb1c77fff144a59766c48950cb73f7d571766ff99c,14,14,6080.880122102571,434.34858015018364,23144.40061051284,7500.306614828933,230,22,14,0,25,,True,21,55,0.6962143998825923,0.7287735999852885,200,186,30,0,1358.0000000000007,94.00000000000097,4628.880122102569,1417.8197707322224,8,208,2.7284841053187847e-12,True,943.0121947375769,2.074856830987301,756b7f71065ad1dd9d242e9df9a0f5ba8c2828eb4120db429a9329de8b20948a,21,11,0,0,0,0,0
LPC,mixed_endpoint_50001,50001,mixed,endpoint,d3e96ba0e56bc884daefeabb1c77fff144a59766c48950cb73f7d571766ff99c,14,14,6582.275421428933,470.1625301020667,24271.37710714467,9666.346577662473,270,32,14,7,25,,True,14,49,1.3560375000815839,1.403223400004208,246,232,24,1,1604.0000000000011,123.99999999999956,4854.275421428933,455.8919750478344,18,254,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,dc1d0eef583e071c80a223163a647520f5fb2d341d7fa12b741b0000afebcab3,14,0,0,0,14,0,97
G075,mixed_endpoint_50001,50001,mixed,endpoint,d3e96ba0e56bc884daefeabb1c77fff144a59766c48950cb73f7d571766ff99c,14,14,6007.402733710708,429.10019526505056,23317.01366855354,9535.256730250265,208,28,14,6,25,,True,6,52,0.7541608998435549,0.9792486999940593,188,174,20,0,1232.0000000000005,111.99999999999957,4663.402733710708,1999.457528632629,14,192,0.0,True,943.0121947375769,17.74943008678929,47861b402b8b18767b5eef2a8473bd65ab93e739ded1307bc65ad7ffbc993eff,0,0,0,0,0,0,75
E2,mixed_endpoint_50001,50001,mixed,endpoint,d3e96ba0e56bc884daefeabb1c77fff144a59766c48950cb73f7d571766ff99c,14,14,5948.6803612707545,424.9057400907682,22913.40180635378,9177.637732408692,207,37,14,7,25,,True,7,50,1.1126020999799948,1.1793814999982715,188,174,19,0,1227.000000000001,138.99999999999875,4582.6803612707545,1999.457528632629,23,192,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,829feb83918959626c07a313ad737fbc6f303a4283ff7c09b66649f15bd51fbe,0,0,0,0,0,0,71
